,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
521,660957400560960256,660957400560960256,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211581260013,08433462+1845138,J084334.59+184513.7,130501308941435098,130.89422189752185,18.75382878858612,17.333862,18.991188,16.036842,5.479595422002624,0.08133315,1.007554,2260.527940921409,3.0218134,592,17.301842,19.093067,16.030466,177.62794,180.43535,183.40924,179.2665,181.25171,184.02629,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.74157,0.1078609,19.54766,0.018251,18.0946,0.01586831,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08433462+1845138,14.173,0.031,13.562,0.039,13.301,0.03,AAA,222,111,000,1,J084334.59+184513.7,13.139,0.024,12.969,0.029,11.729,,8.282,,0000,0,AAUU,1122.0,,,,,,,19.350099563598636,0.0128790000453591,18.13969993591309,0.0087000001221895,16.577199935913086,0.006620000116527,15.833000183105469,0.0033889999613165,15.450599670410156,0.0093210004270076
523,664922102051593472,664922102051593472,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109576245531,08413586+2117371,J084135.82+211736.9,133551303993002868,130.39940417018508,21.293626615336592,17.356438,18.95612,16.069714,5.7201768975955,0.104290895,0.99324685,2224.858803942864,2.0473096,412,17.31911,18.987011,16.056095,170.83809,173.56999,177.00256,170.80235,173.82909,176.81393,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.92889,0.1227297,19.61385,0.02098258,18.16254,0.01690631,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08413586+2117371,14.289,0.031,13.638,0.039,13.453,0.039,AAA,222,111,000,1,J084135.82+211736.9,13.242,0.024,13.035,0.035,11.317,,8.011,,0000,0,AAUU,4644.0,,,,,,,19.38640022277832,0.0100619997829198,18.18199920654297,0.0042300000786781,16.604799270629883,0.0040670000016689,15.908900260925291,0.0027040001004934,15.547300338745115,0.0041020000353455
524,661358241268943616,661358241268943616,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107965436349,08423762+1959189,J084237.58+195918.7,131981306566386798,130.65673323523106,19.988581923628185,17.374935,19.05516,16.0814,4.996478611560398,0.10553622,0.9880477,2183.818417451946,2.5140383,474,17.339325,19.11316,16.079193,193.83612,197.13293,200.49681,192.93199,197.49995,203.02002,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.64043,0.08771203,19.51718,0.01576729,18.07569,0.01360944,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08423762+1959189,14.264,0.029,13.672,0.037,13.39,0.042,AAA,222,111,000,1,J084237.58+195918.7,13.215,0.024,13.048,0.031,12.2,,8.732,,0000,0,AAUU,3333.0,,,,,,,19.403099060058597,0.0212190002202987,18.19910049438477,0.0069140000268816,16.624099731445312,0.0037060000468045,15.88659954071045,0.0040899999439716,15.496899604797363,0.0063609997741878
525,661391982532062848,661391982532062848,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107965698083,08442321+2013557,J084423.17+201355.6,132271310966109065,131.0967091512425,20.23213936680709,17.376284,19.022125,16.099394,5.45131920964884,0.09264475,1.0146037,2173.600339302633,2.3446965,449,17.344418,19.071514,16.098791,179.903,182.41853,185.6493,178.42499,181.72818,184.73512,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.22163,0.1654992,19.63779,0.01565607,18.1246,0.01381118,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08442321+2013557,14.321,0.029,13.743,0.041,13.353,0.031,AAA,222,111,000,1,J084423.17+201355.6,13.264,0.024,13.069,0.031,11.52,,8.219,,h000,0,AAUU,3333.0,,,,,,,19.33690071105957,0.0045659998431801,18.127899169921875,0.0041140001267194,16.61720085144043,0.0054859998635947,15.926600456237791,0.0034419998992234,15.577199935913086,0.0038640000857412
527,662740739702048512,662740739702048512,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107964518699,08343499+1904229,J083434.96+190422.8,130881286457008132,128.64578240860945,19.07306973211232,17.382774,19.057146,16.082464,5.494288100469331,0.11393439,1.0391692,2168.2466283798094,2.6404412,281,17.347095,19.10309,16.075117,177.2915,181.00496,185.14626,177.33244,180.62129,184.06267,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.39554,0.1521033,19.74461,0.01618528,18.23798,0.01954366,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08343499+1904229,14.264,0.027,13.623,0.025,13.352,0.027,AAA,222,111,000,1,J083434.96+190422.8,13.158,0.025,12.955,0.032,12.22,,8.319,,0000,0,AAUU,3422.0,,,,,,,19.487699508666992,0.0152319995686411,18.248699188232425,0.0036849998869001,16.614700317382812,0.0020610000938177,15.87559986114502,0.0021540001034736,15.506199836730955,0.0050989999435842
528,661492274311844352,661492274311844352,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255068262600,08480745+1954592,J084807.42+195459.0,131901320309460211,132.03105799802054,19.916447752275705,17.384491,19.038218,16.104576,5.32659098312206,0.107362114,1.0036862,2165.460289663327,2.0543518,400,17.348492,19.031921,16.099873,183.87198,186.99933,190.60924,183.41151,186.85985,190.82744,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.10924,0.1568627,19.66371,0.02252731,18.18234,0.0210596,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08480745+1954592,14.379,0.036,13.734,0.044,13.403,0.039,AAA,222,111,000,1,J084807.42+195459.0,13.281,0.025,13.116,0.03,11.863,,8.397,,0000,0,AAUU,1111.0,,,,,,,19.343700408935547,0.010831999592483,18.121400833129883,0.0031429999507963,16.614200592041016,0.0034960000775754,15.916500091552734,0.0030420001130551,15.58240032196045,0.0085500003769993
529,662748569425476224,662748569425476224,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107964649753,08351605+1912077,J083516.02+191207.7,131041288167713098,128.81685952285255,19.20218603139498,17.405617,19.084612,16.12551,5.010881854918793,0.11468944,1.0171595,2128.191114238619,2.4611819,309,17.36734,19.10139,16.122799,193.71996,198.65086,203.12115,194.27956,197.37901,201.90584,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.0188,0.1213028,19.66303,0.01802699,18.19951,0.01058116,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08351605+1912077,14.354,0.027,13.755,0.03,13.456,0.032,AAA,222,111,000,1,J083516.02+191207.7,13.329,0.025,13.134,0.035,11.819,,8.392,,0000,0,AAUU,5744.0,,,,,,,19.417999267578125,0.0044320002198219,18.1919002532959,0.0050960001535713,16.64150047302246,0.0041479999199509,15.958399772644045,0.0034570000134408,15.609800338745115,0.0102340001612901
530,661327248785037184,661327248785037184,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107428565392,08431265+1934290,J084312.63+193428.9,131491308026310173,130.8027404695481,19.574718551356582,17.411238,19.118046,16.125385,5.483958163658697,0.12336752,1.0189344,2107.055691695679,1.7710949,551,17.378178,19.13548,16.120335,178.24295,181.85912,186.2514,177.04764,180.96281,185.0055,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.31519,0.1615988,19.68131,0.01986586,18.19774,0.01365853,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08431265+1934290,14.313,0.03,13.651,0.022,13.463,0.035,AAA,222,111,000,1,J084312.63+193428.9,13.271,0.025,13.094,0.03,11.602,,8.502,,0000,0,AAUU,3333.0,,,,,,,19.4507999420166,0.0115750003606081,18.20840072631836,0.0056469999253749,16.65290069580078,0.0037040000315755,15.932900428771973,0.0028359999414533,15.570899963378906,0.0071069998666644
531,660327960217390848,660327960217390848,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211581718711,08475052+1909110,J084750.49+190910.9,130981319603934202,131.96052764528136,19.15307257819469,17.41185,19.053106,16.13099,5.360861736264336,0.093143776,0.9634178,2111.68139676474,2.0468173,395,17.375795,19.119411,16.122276,181.62729,185.14299,189.05855,181.31508,184.97008,188.55075,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.73769,0.1144228,19.64799,0.01956441,18.185,0.014026,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08475052+1909110,14.364,0.032,13.811,0.052,13.573,0.05,AAA,222,111,000,1,J084750.49+190910.9,13.309,0.024,13.139,0.032,11.664,,8.85,,0000,0,AAUU,3333.0,,,,,,,19.41670036315918,0.0118279997259378,18.20560073852539,0.0081960000097751,16.649799346923828,0.0021200000774115,15.95300006866455,0.0037660000380128,15.591300010681152,0.0054440000094473
533,661229701489213824,661229701489213824,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255067672886,08423943+1924520,J084239.41+192451.7,131291306642157813,130.66433261358944,19.414416289169736,17.415789,19.084423,16.146658,5.348897598460775,0.09447787,0.9967198,2108.3531987150086,2.3799965,525,17.377508,19.113295,16.142378,182.61206,185.71829,189.0663,181.53134,185.17384,188.44164,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.25151,0.1758572,19.63433,0.0200507,18.20238,0.01875766,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08423943+1924520,14.348,0.032,13.769,0.037,13.499,0.043,AAA,222,111,000,1,J084239.41+192451.7,13.33,0.027,13.113,0.03,11.562,,8.057,,0000,0,AAUU,3333.0,,,,,,,19.398099899291992,0.0102890003472566,18.1692008972168,0.0068419999442994,16.657899856567383,0.0036869999021291,15.970100402832031,0.0036430000327527,15.616100311279297,0.0053280000574886
534,661458915302263296,661458915303531136,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667108502438203,08425668+2030422,J084256.65+203041.9,132611307360824536,130.73616726607324,20.511696351327465,17.446798,19.08127,16.16217,5.271742728331521,0.105909735,0.98814,1996.08243348786,1.808293,508,17.43692,19.128899,16.154087,184.45355,187.63786,191.2195,182.88315,186.42516,190.46825,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.77951,0.102728,19.74443,0.02105045,18.27947,0.01571738,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08425668+2030422,14.377,0.031,13.722,0.034,13.475,0.038,AAA,222,111,000,1,J084256.65+203041.9,13.299,0.024,13.141,0.033,11.691,0.362,8.487,,0000,0,AACU,4644.0,,,,,,,19.492900848388672,0.0111320000141859,18.26930046081543,0.003400000045076,16.685800552368164,0.0032250001095235,15.978799819946287,0.00202800007537,15.613100051879885,0.004408000037074
537,660327685339473152,660327685339473152,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667253994389670,08475384+1907533,J084753.81+190753.2,130951319742198272,131.97434839568956,19.131492653774004,17.46631,19.094852,16.17489,5.362336127122989,0.098660864,1.0485758,2000.0915151098247,2.116903,412,17.434742,19.162067,16.174522,180.71452,184.20927,188.66885,182.32954,185.18794,188.68721,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.28266,0.1837617,19.73817,0.02119477,18.29077,0.01765679,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08475384+1907533,14.381,0.031,13.815,0.049,13.54,0.041,AAA,222,111,000,1,J084753.81+190753.2,13.341,0.025,13.169,0.031,11.87,,8.489,,0000,0,AAUU,3333.0,,,,,,,19.48240089416504,0.0150680001825094,18.27989959716797,0.0061470000073313,16.709299087524414,0.005020999815315,15.9975004196167,0.0033360000234097,15.626999855041504,0.0062509998679161
538,661490693763838976,661490693763838976,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667212118720786,08480129+1949391,J084801.25+194939.0,131791320052723537,132.00536588660157,19.82754835772267,17.4716,19.142946,16.190674,5.207612554095711,0.123442076,0.9942154,1995.4436871001487,1.7962673,379,17.437267,19.166317,16.18555,186.86458,190.9557,195.13943,185.46855,190.11183,195.10272,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.0372,0.1338762,19.68757,0.0162916,18.21463,0.01795806,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08480129+1949391,14.388,0.034,13.824,0.045,13.511,0.039,AAA,222,111,000,1,J084801.25+194939.0,13.366,0.024,13.171,0.03,11.637,,8.699,,0000,0,AAUU,1111.0,,,,,,,19.453399658203125,0.010768000036478,18.268199920654297,0.0109510002657771,16.70680046081543,0.003967999946326,16.009700775146484,0.0046859998255968,15.65019989013672,0.0075969998724758
539,659719419187699712,659719419187699712,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107427844455,08365162+1850193,J083651.60+185019.1,130601292150116916,129.2151075185974,18.838690881800225,17.477577,19.206812,16.185602,5.602061253491877,0.13083811,1.0470438,1984.001056122314,2.4782395,301,17.443512,19.220541,16.168331,174.70088,178.49023,183.12143,173.58884,177.81032,182.2978,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.43239,0.1832803,19.78111,0.01742945,18.28178,0.01725586,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08365162+1850193,14.313,0.027,13.798,0.032,13.48,0.035,AAA,222,111,000,1,J083651.60+185019.1,13.312,0.025,13.152,0.04,11.659,,7.938,,0000,0,AAUU,5633.0,,,,,,,19.536800384521484,0.0079920003190636,18.305200576782227,0.0057080001570284,16.713699340820312,0.0019420000026002,15.98330020904541,0.0029249999206513,15.613499641418455,0.0064389999024569
540,659380666527013248,659380666527013248,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211043864761,08393066+1758513,J083930.62+175851.1,129571298776457591,129.87771820382784,17.980898597586314,17.48967,19.07521,16.207018,5.529468941959801,0.11462227,0.9853249,1963.616609778197,2.058979,357,17.454725,19.161097,16.20828,176.66615,179.83623,183.09952,175.98718,179.65475,183.12433,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.33678,0.166436,19.73045,0.01489197,18.25974,0.01102034,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08393066+1758513,14.427,0.028,13.738,0.031,13.512,0.036,AAA,222,111,000,1,J083930.62+175851.1,13.389,0.025,13.22,0.033,12.328,,8.668,0.511,0000,0,AAUC,4644.0,,,,,,,19.500900268554688,0.0156319998204708,18.24410057067871,0.0062339999713003,16.726200103759766,0.0031169999856501,16.037799835205078,0.0045219999738037,15.68340015411377,0.0048670000396668
541,664316546023530368,664316546023530368,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142325567879,08385547+1950334,J083855.44+195033.1,131811297310371627,129.7311436604764,19.842585951099156,17.499914,19.155472,16.204617,5.0527963521738295,0.12745337,1.0413474,1935.457728463697,2.4704673,346,17.470407,19.28389,16.207645,190.90482,196.0687,200.56587,191.57292,196.05287,201.38373,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.06887,0.196763,19.84736,0.01981941,18.31962,0.01893126,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08385547+1950334,14.395,0.03,13.764,0.037,13.576,0.036,AAA,222,111,000,1,J083855.44+195033.1,13.337,0.026,13.214,0.041,10.964,,8.228,,0000,0,AAUU,5744.0,,,,,,,19.545299530029297,0.022639999166131,18.31319999694824,0.011473000049591,16.74250030517578,0.002911000046879,16.01959991455078,0.0029460000805556,15.661800384521484,0.0063720000907778
542,664380695654828416,664380695654828416,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109038719296,08364217+2016230,J083642.14+201622.9,132321291756378162,129.17572507738942,20.273043713537177,17.509039,19.189264,16.219948,5.497833905657148,0.11501914,0.9590128,1921.9038289839089,2.3559756,289,17.478037,19.217525,16.221731,176.7616,180.66286,183.97504,177.25354,180.49825,183.71143,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.44096,0.1674276,19.80187,0.02039522,18.32668,0.01635366,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08364217+2016230,14.36,0.027,13.857,0.027,13.54,0.026,AAA,222,111,000,1,J083642.14+201622.9,13.385,0.025,13.223,0.037,11.649,,8.539,,0000,0,AAUU,5744.0,,,,,,,19.550600051879883,0.0191489998251199,18.313600540161133,0.0074789999052882,16.759700775146484,0.0025490000844001,16.041200637817383,0.0027970001101493,15.681599617004396,0.0029259999282658
543,661117134688210560,661117134688210560,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667106891825436,08450590+1917575,J084505.87+191757.4,131151312744989685,131.2745811184638,19.299315199065703,17.511324,19.157352,16.240316,5.265668358633074,0.1246775,0.9712896,1925.614719918367,1.7766672,451,17.475943,19.168306,16.22934,184.41142,189.0955,194.34053,182.6046,187.2235,191.62431,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.29193,0.1521588,19.71798,0.02221868,18.25545,0.02321532,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08450590+1917575,14.401,0.029,13.863,0.045,13.547,0.039,AAA,222,111,000,1,J084505.87+191757.4,13.383,0.024,13.24,0.032,12.112,,8.545,,0000,0,AAUU,3333.0,,,,,,,19.486099243164062,0.0194470006972551,18.254100799560547,0.009108000434935,16.752700805664062,0.0024659999180585,16.058000564575195,0.0054500000551342,15.697999954223633,0.0035709999501705
546,659464122035016320,659464122035016320,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667253993537844,08403416+1821331,J084034.13+182132.9,130031301422391517,130.1423531023492,18.359175481928705,17.535246,19.189587,16.246647,5.569575846986292,0.117995866,0.981427,1888.5731743341669,2.3811119,342,17.497032,19.252064,16.239779,173.68022,177.69702,181.14099,174.07889,177.95563,181.26729,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.15728,0.1757421,19.81151,0.0192835,18.34907,0.01537285,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08403416+1821331,14.422,0.031,13.739,0.033,13.625,0.046,AAA,222,111,000,1,J084034.13+182132.9,13.432,0.026,13.272,0.034,11.448,,8.808,,0000,0,AAUU,4644.0,,,,,,,19.558000564575195,0.0124430004507303,18.317100524902344,0.0065170000307261,16.778499603271484,0.0034149999264627,16.07349967956543,0.0026189999189227,15.734299659729004,0.0039189998060464
548,661383770554619136,661383770554619136,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107965567196,08432029+2004456,J084320.26+200445.4,132091308344625692,130.834573525471,20.079329478697904,17.564,19.181503,16.274506,5.26681932720351,0.13979289,1.0421504,1834.636659975846,1.6283593,491,17.528492,19.205582,16.267805,184.33783,189.44514,194.24219,184.29079,189.14665,195.09349,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.31602,0.1465118,19.80157,0.01687391,18.34835,0.01634507,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08432029+2004456,14.456,0.033,13.808,0.033,13.565,0.037,AAA,222,111,000,1,J084320.26+200445.4,13.391,0.026,13.23,0.033,11.701,,8.353,,0000,0,AAUU,3333.0,,,,,,,19.59600067138672,0.011544999666512,18.38170051574707,0.0078229997307062,16.789499282836914,0.0027570000384002,16.10219955444336,0.0065529998391866,15.74120044708252,0.0068950001150369
550,665440934101454720,665440934101454720,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237664834852683995,08314044+2116245,J083140.42+211624.3,133521279184358674,127.91855107015276,21.27346522532316,17.589865,19.301966,16.296495,5.547717091009702,0.11605925,1.0126748,1786.8317371131811,1.9294662,376,17.557158,19.271864,16.286747,176.00653,179.43663,183.32166,174.60953,179.2244,182.66882,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.89678,0.0651498,19.7334,0.02965631,18.19178,0.01474784,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08314044+2116245,14.418,0.031,13.802,0.035,13.588,0.03,AAA,222,111,000,1,J083140.42+211624.3,13.422,0.025,13.253,0.032,12.31,,8.63,,0000,0,AAUU,1111.0,,,,,,,19.64830017089844,0.0116969998925924,18.41990089416504,0.0074809999205172,16.850400924682617,0.0085570001974701,16.1033992767334,0.0048000002279877,15.723199844360352,0.0126520004123449
551,661845840315682176,661845840315682176,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142863159309,08441825+2049484,J084418.21+204948.2,132991310759536652,131.07605174015814,20.83009806265574,17.593288,19.329647,16.267479,5.295689703274308,0.10335679,0.9533103,1791.9480973655363,1.90175,469,17.554052,19.383266,16.260965,183.91333,188.56549,192.71707,182.88354,186.51749,190.19629,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.93614,0.1605922,20.04503,0.02434619,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08441825+2049484,14.37,0.03,13.723,0.033,13.458,0.038,AAA,222,111,000,1,J084418.21+204948.2,13.323,0.025,13.139,0.031,11.498,,8.624,,0000,0,AAUU,4644.0,,,,,,,19.77779960632324,0.0142759997397661,18.51219940185547,0.0054739997722208,16.829099655151367,0.0032959999516606,16.065399169921875,0.0026130001060664,15.67389965057373,0.0039499998092651
552,660069235683735680,660069235683735680,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667209970712806,08462632+1750445,J084626.29+175044.4,129411316095715334,131.60967082768886,17.845693831713778,17.606504,19.3453,16.300732,5.968713492542599,0.10384614,0.9636216,1766.4873337426031,1.7122313,437,17.56959,19.337275,16.303654,163.47409,166.0438,168.82523,162.49954,165.92328,168.967,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.31008,0.1607392,19.91301,0.02058112,18.45892,0.01640654,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08462632+1750445,14.457,0.031,13.819,0.036,13.507,0.039,AAA,222,111,000,1,J084626.29+175044.4,13.405,0.025,13.229,0.031,12.346,0.463,8.528,,0000,0,AACU,1122.0,,,,,,,19.734600067138672,0.0127950003370642,18.462900161743164,0.005291000008583,16.84469985961914,0.0027530000079423,16.099599838256836,0.0021480000577867,15.729299545288086,0.0044649997726082
556,659753126090987776,659753126090987776,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107428040952,08381343+1908299,J083813.40+190829.5,130971295558740460,129.5559719544053,19.14162378490417,17.634932,19.261719,16.325132,5.413109807148226,0.14985144,0.983591,1718.2384421844156,1.9079509,346,17.599659,19.378592,16.325083,179.6525,185.71404,190.81369,177.84674,182.99205,187.55602,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.45469,0.1930361,20.00031,0.04341523,18.50668,0.03343715,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08381343+1908299,14.451,0.038,13.883,0.033,13.639,0.041,AAA,222,111,000,1,J083813.40+190829.5,13.38,0.026,13.187,0.035,11.695,,7.582,,0000,0,AAUU,5744.0,,,,,,,19.69729995727539,0.0149299995973706,18.510299682617188,0.0075650000944733,16.89459991455078,0.0020419999491423,16.121200561523438,0.0045889997854828,15.755599975585938,0.006876999977976
