,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
309,661224547528488064,661224547528488064,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255067541520,08412760+1916395,J084127.57+191639.2,131131303649223633,130.365006952134,19.277597806424765,15.113562,16.28476,14.027594,5.5749289165135645,0.04374725,1.3683101,17293.342119091853,6.313773,415,15.0926695,16.272945,14.01037,176.58542,178.24396,179.50719,176.09229,177.6606,179.20113,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.36984,0.03083181,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08412760+1916395,12.593,0.022,11.924,0.023,11.717,0.023,AAA,222,111,000,1,J084127.57+191639.2,11.588,0.023,11.532,0.022,11.292,0.212,8.781,,0000,0,AABU,5744.0,,,,,,,16.623899459838867,0.0067639998160302,15.43570041656494,0.0018279999494552,14.46310043334961,0.0074789999052882,13.998900413513184,0.003080999944359,13.770999908447266,0.002597999991849
310,660986297100929792,660986297100929792,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667254530736424,08424968+1851351,J084249.65+185135.0,130631307069102199,130.7070030084276,18.85974065735384,15.124488,16.289879,14.039025,5.442855930651925,0.036197044,1.3329448,17044.792981270482,11.436833,510,15.108388,16.279238,14.025258,181.06955,182.27037,183.62317,181.20699,182.17293,183.30415,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.42336,0.03176445,16.88673,0.01430801,15.41666,0.01312766,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08424968+1851351,12.61,0.021,11.916,0.023,11.737,0.023,AAA,222,111,000,1,J084249.65+185135.0,11.596,0.023,11.545,0.023,11.478,,8.077,,0000,0,AAUU,4644.0,,,,,,,16.660999298095703,0.0050579998642206,15.465999603271484,0.002998000010848,14.44480037689209,0.0067409998737275,14.003899574279783,0.003220000071451,13.776599884033203,0.0029710000380873
312,661789971381262592,661789971381262592,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107966025816,08472162+2039220,J084721.60+203921.8,132781318400297836,131.8401688579741,20.65612010261129,15.142887,16.3002,14.064986,5.724083237212953,0.03660928,1.0680914,16841.271060879237,6.1288743,404,15.121429,16.28257,14.048573,171.92433,173.17896,174.52626,172.03818,173.05257,174.04376,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.52942,0.03446413,16.8737,0.02100464,15.45253,0.01617405,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08472162+2039220,12.684,0.024,12.026,0.029,11.762,0.021,AAA,222,111,000,1,J084721.60+203921.8,11.674,0.022,11.638,0.022,11.531,0.327,8.453,,0000,0,AABU,1122.0,,,,,,,16.665599822998047,0.0060100001282989,15.465299606323242,0.0020169999916106,14.475099563598633,0.0020129999611526,14.047499656677246,0.0008440000237897,13.835000038146973,0.0020349998958408
313,664339910645611776,664339910645611776,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142862373229,08375456+2008123,J083754.53+200812.1,132161294772864608,129.47736968394358,20.136750228208275,15.150976,16.29264,14.084486,5.451592978730153,0.0450435,0.9925601,16682.664318252366,8.144803,247,15.131703,16.28143,14.067892,180.35345,181.71109,183.07474,180.27246,182.03317,183.70323,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.40552,0.03313864,16.82826,0.02144406,15.43582,0.01190099,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08375456+2008123,12.683,0.029,12.001,0.03,11.816,0.022,AAA,222,111,000,1,J083754.53+200812.1,11.711,0.024,11.656,0.025,11.383,0.422,7.885,,0000,0,AACU,5744.0,,,,,,,16.63089942932129,0.0015510000521317,15.438300132751465,0.0029780000913888,14.486700057983398,0.0049009998328983,14.060799598693848,0.0040179998613893,13.865599632263184,0.000253000005614
314,661573608108602752,661573608108602752,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107429220656,08484913+2013271,J084849.10+201327.1,132261322046259580,132.20474628352787,20.22425967477467,15.156143,16.288813,14.0942335,5.4809197786100174,0.03082554,1.0709337,16622.780833169687,5.3724766,473,15.135608,16.274227,14.077194,180.09277,181.16275,181.97922,179.82544,180.9097,181.83258,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.54293,0.02673044,16.8561,0.02634923,15.43934,0.01978102,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08484913+2013271,12.713,0.022,12.061,0.035,11.827,0.019,AAA,222,111,000,1,J084849.10+201327.1,11.721,0.023,11.686,0.022,11.312,0.191,8.812,,0000,0,AABU,1111.0,,,,,,,16.638500213623047,0.003876999951899,15.442899703979492,0.0034620000515133,14.488499641418455,0.0022609999869018,14.07639980316162,0.0035989999305456,13.86740016937256,0.0068910000845789
315,659151177834641152,659151177834641152,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211579752842,08303865+1728194,J083038.62+172819.3,128961276609146993,127.66104026982228,17.472071963251942,15.163536,16.326529,14.088726,5.529671820750441,0.034322936,1.0320835,16543.23370475115,7.950399,320,15.140816,16.313362,14.068756,178.42796,179.28757,180.32936,178.18535,179.13324,180.36288,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.39479,0.02511107,16.91992,0.01705461,15.49591,0.01650179,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08303865+1728194,12.683,0.021,12.045,0.024,11.825,0.021,AAA,222,111,000,1,J083038.62+172819.3,11.682,0.022,11.638,0.022,11.708,0.258,8.919,,0000,0,AABU,1111.0,,,,,,,16.6471004486084,0.0033259999472647,15.509499549865724,0.0025259999092668,14.502099990844728,0.000862999993842,14.051799774169922,0.0014390000142157,13.836899757385254,0.0020749999675899
316,664436770747502208,664436770747502208,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142862766292,08404692+2028291,J084046.88+202829.0,132571301954290235,130.19548519746814,20.474777560113573,15.165906,16.359562,14.04964,5.205810619000856,0.15265863,4.409831,16121.720135147936,16.005154,333,15.1688385,16.34506,14.030667,186.97398,191.15207,196.28407,182.94469,187.88914,193.9886,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.34445,0.03185321,16.90206,0.02651908,15.53335,0.01684355,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08404692+2028291,12.583,0.022,11.968,0.024,11.68,0.022,AAA,222,111,000,1,J084046.88+202829.0,11.576,0.024,11.51,0.024,11.894,0.502,8.157,,0000,0,AACU,4644.0,,,,,,,16.724199295043945,0.0039360001683235,15.5177001953125,0.0029019999783486,14.472800254821776,0.0031230000313371,14.01580047607422,0.0034280000254511,13.770400047302246,0.002862999914214
317,659561604909477632,659561604909477632,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667106890842469,08362342+1824210,J083623.40+182420.9,130081290975037516,129.09759963882044,18.405842408667077,15.176469,16.305378,14.12133,5.279177539194327,0.03356264,1.0169986,16309.101187083448,7.5876536,340,15.156292,16.288668,14.102225,186.5097,187.5784,188.72223,186.62636,188.00842,189.2406,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.55404,0.02745301,16.86234,0.02285254,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08362342+1824210,12.76,0.03,12.119,0.021,11.909,0.019,AAA,222,111,000,1,J083623.40+182420.9,11.768,0.023,11.74,0.024,10.885,,8.295,,0000,0,AAUU,5633.0,,,,,,,16.66069984436035,0.0003239999932702,15.461799621582031,0.0040819998830556,14.513999938964844,0.0015170000260695,14.109600067138672,0.0025359999854117,13.877900123596191,0.0076489998027682
318,661598175321463936,661598175321463936,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255605330048,08484997+2026359,J084849.95+202635.8,132531322081452490,132.20827200238335,20.44332992841001,15.186316,16.327185,14.118636,5.346993708395603,0.034427226,1.0677642,16182.293646130294,8.371203,388,15.164766,16.315903,14.100478,184.3055,185.46846,186.65298,184.17322,185.45866,186.40948,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.49594,0.02760494,16.91401,0.01638887,15.50096,0.01639129,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08484997+2026359,12.756,0.023,12.052,0.03,11.857,0.021,AAA,222,111,000,1,J084849.95+202635.8,11.722,0.022,11.685,0.022,11.084,0.183,8.93,0.495,0000,0,AABC,1111.0,,,,,,,16.662399291992188,0.0041410000994801,15.492899894714355,0.0043339999392628,14.50409984588623,0.0019869999960064,14.090999603271484,0.0018189999973401,13.877400398254396,0.0101979998871684
319,664374613981190656,664374613981190656,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109038522443,08345513+2006198,J083455.10+200619.6,132121287295847092,128.72969133996745,20.105482328024568,15.190063,16.307148,14.131329,5.463655052949389,0.03898384,1.045395,16101.20420496845,8.135376,305,15.170221,16.295616,14.112485,180.40164,181.4716,182.7799,180.19136,181.20596,182.90277,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.47022,0.02664468,16.85805,0.01740879,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08345513+2006198,12.774,0.025,12.113,0.021,11.907,0.02,AAA,222,111,000,1,J083455.10+200619.6,11.771,0.022,11.734,0.025,11.945,0.408,8.374,,0000,0,AACU,3422.0,,,,,,,16.676000595092773,0.0044149998575448,15.45199966430664,0.0024459999985992,14.52910041809082,0.0028760000132024,14.125499725341797,0.0025780000723898,13.917499542236328,0.0027189999818801
320,661298833282624000,661298833282624000,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667112254374241,08401378+1944559,J084013.76+194455.9,131691300573609187,130.05744095941432,19.748890921030696,15.195505,16.32508,14.119636,5.455787761681255,0.03499332,1.0618,16059.622314832071,8.857585,287,15.173029,16.316898,14.103912,180.23602,181.63405,182.77571,180.20177,181.30794,182.61993,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.4799,0.02666763,16.89127,0.01272934,15.49167,0.01138258,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08401378+1944559,12.752,0.023,12.065,0.023,11.881,0.022,AAA,222,111,000,1,J084013.76+194455.9,11.748,0.023,11.713,0.023,11.781,0.393,8.829,,0000,0,AACU,5744.0,,,,,,,16.68549919128418,0.0033539999276399,15.501999855041504,0.0150899998843669,14.526100158691406,0.0052669998258352,14.116700172424316,0.0059500001370906,13.908900260925291,0.0112119996920228
321,664292322407994624,664292322407994624,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142325502339,08382772+1945556,J083827.70+194555.5,131711296154459079,129.61556104517948,19.76546419030697,15.2034,16.398315,14.108184,5.447793722800922,0.11910706,3.038797,15829.959422522596,15.882216,306,15.188667,16.378702,14.085634,177.5322,181.70265,186.0712,176.91603,181.08043,185.78847,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.49996,0.03204069,16.96081,0.01871496,15.54344,0.01464982,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08382772+1945556,12.63,0.026,11.969,0.03,11.765,0.021,AAA,222,111,000,1,J083827.70+194555.5,11.646,0.022,11.559,0.022,11.244,0.331,8.508,,0000,0,AABU,5744.0,,,,,,,16.76219940185547,0.0041539999656379,15.565199851989746,0.0045079998672008,14.531800270080566,0.002917000092566,14.068900108337402,0.0021039999555796,13.838899612426758,0.0019729998894035
322,661018835773136512,661018835773136512,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667254530802053,08434473+1903588,J084344.70+190358.5,130881309362780090,130.93638411368718,19.066300596658103,15.21257,16.353338,14.14821,5.511220636770757,0.036715277,0.99698097,15782.4733329221,6.509365,562,15.191929,16.335667,14.129193,178.71475,179.88513,180.97025,178.71599,179.99438,181.53749,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.51392,0.02953483,16.92413,0.01668965,15.484,0.01106629,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08434473+1903588,12.784,0.023,12.079,0.021,11.871,0.019,AAA,222,111,000,1,J084344.70+190358.5,11.756,0.023,11.727,0.023,11.429,0.329,7.946,,0000,0,AABU,3333.0,,,,,,,16.711299896240234,0.0052439998835325,15.49429988861084,0.002991999965161,14.559599876403809,0.0071310000494122,14.129599571228027,0.0032130000181496,13.893799781799316,0.0034779999405145
323,659674614089017984,659674614089017984,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667106891170116,08392348+1839592,,130401298477240260,129.84782000977475,18.66647519664848,15.243824,16.390682,14.169505,5.276202065595552,0.03465661,1.0066433,15346.020516746945,6.059266,342,15.222378,16.380314,14.153616,186.87236,188.14609,189.32887,186.24036,187.82402,189.29662,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.65166,0.02763347,16.90635,0.02471321,15.50352,0.01671885,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08392348+1839592,12.715,0.028,12.08,0.03,11.858,0.025,EEA,222,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,16.663999557495117,0.0008050000178627,15.522899627685549,0.0010450000409036,14.56439971923828,0.0044550001621246,14.14229965209961,0.0024170000106096,13.937299728393556,0.0028880001045763
324,661347727189029504,661347727189029504,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255604543804,08415935+1944452,J084159.32+194444.9,131691304971935530,130.49729206854968,19.745845424280883,15.253603,16.424728,14.168581,5.453163332145983,0.037210003,1.1715472,15245.463821256517,8.943271,470,15.229515,16.402529,14.151309,180.5409,181.97879,183.3082,180.3549,181.83696,183.34955,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.56494,0.03683815,17.01208,0.0181057,15.60486,0.01630786,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08415935+1944452,12.743,0.022,12.073,0.026,11.889,0.019,AAA,222,111,000,1,J084159.32+194444.9,11.756,0.023,11.725,0.023,11.317,0.256,8.6,,0000,0,AABU,3333.0,,,,,,,16.74850082397461,0.0028250000905245,15.570599555969238,0.0070400000549852,14.577300071716309,0.0035019998904317,14.148500442504885,0.0051859999075531,13.904999732971191,0.0029730000533163
326,664281396011231744,664281396011231744,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107964912000,08373242+1931180,J083732.40+193117.8,131421293850256505,129.3851290784154,19.52166661869723,15.271186,16.482563,14.169763,5.360287750671979,0.036429428,1.03541,14847.44749455866,16.475594,327,15.258238,16.473196,14.15884,183.77676,185.11653,186.30911,183.4127,184.58554,185.71817,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.54278,0.02650143,16.99313,0.01314184,15.61922,0.01525187,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08373242+1931180,12.721,0.026,11.941,0.032,11.787,0.022,AAA,222,111,000,1,J083732.40+193117.8,11.673,0.022,11.573,0.024,11.571,0.457,7.533,,0000,0,AACU,5744.0,,,,,,,16.790000915527344,0.0074950000271201,15.569899559020996,0.0057879998348653,14.58180046081543,0.0046720001846551,14.112799644470217,0.0040930001996457,13.87950038909912,0.0103660002350807
327,664349874969575680,664349874969575680,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142862569688,08390688+2020542,J083906.85+202054.1,132411297785778590,129.7786654179057,20.34840907377396,15.300904,16.464916,14.217877,5.370443277257951,0.0348429,0.95810026,14640.487497635262,13.453661,317,15.273478,16.445105,14.195434,183.52649,184.77423,186.30534,183.26236,184.55725,185.77612,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.59791,0.0387191,17.07734,0.01616319,15.64236,0.0133498,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08390688+2020542,12.804,0.022,12.137,0.021,11.913,0.022,AAA,222,111,000,1,J083906.85+202054.1,11.81,0.023,11.785,0.024,10.938,,7.673,,0000,0,AAUU,5744.0,,,,,,,16.809600830078125,0.0033239999320358,15.592499732971191,0.0039130002260208,14.607999801635742,0.0032359999604523,14.186800003051758,0.0023189999628812,13.954700469970703,0.0111539997160434
328,664775729566784512,664775729566784512,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237673807584624942,08362515+2108565,J083625.12+210856.3,133371291047049328,129.104779425889,21.149019637406923,15.378233,16.582357,14.295554,5.45038743775819,0.040177263,1.0070548,13544.82721949462,6.4727454,376,15.357933,16.55763,14.27351,180.53944,181.86958,183.18477,180.40189,181.61899,182.80676,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.79865,0.03410454,17.14057,0.0165257,15.7176,0.01488146,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08362515+2108565,12.883,0.022,12.226,0.029,11.982,0.024,AAA,222,111,000,1,J083625.12+210856.3,11.867,0.022,11.827,0.024,11.773,0.308,8.939,,0000,0,AABU,5633.0,,,,,,,16.912700653076172,0.0051350002177059,15.71049976348877,0.0066970000043511,14.704999923706056,0.0054179998114705,14.26039981842041,0.0042599998414516,14.01389980316162,0.0032130000181496
329,664292459846946560,664292459846946560,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142325502367,08383283+1946256,J083832.80+194625.4,131721296367039052,129.63681626937623,19.77377542887918,15.395498,16.567148,14.312061,5.342660108684689,0.049806084,1.085452,13382.713167606533,7.6268306,301,15.371006,16.559412,14.293822,183.37036,185.06143,187.02917,183.6022,185.5728,186.99356,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.78761,0.03675677,17.16002,0.0187573,15.7639,0.01467255,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08383283+1946256,12.878,0.025,12.252,0.022,12.014,0.021,AAA,222,111,000,1,J083832.80+194625.4,11.905,0.023,11.835,0.024,11.129,0.32,8.149,,0000,0,AABU,5744.0,,,,,,,16.902599334716797,0.0328230001032352,15.736300468444824,0.0019049999536946,14.716300010681152,0.0015849999617785,14.281299591064451,0.0019039999460801,14.064599990844728,0.0055040000006556
