,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
182,51383893515451392,51383893515451392,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,03591350+2025415,J035913.62+202541.1,-9223372036854775808,59.806342754754574,20.42820728344551,12.570355,13.839513,11.468065,22.84304285895556,0.021959197,1.5592952,178480.6596398613,83.50082,432,12.558389,13.812135,11.443628,43.71066,43.7514,43.79114,43.702522,43.75102,43.7879,6376861945509710464,22.279,0.4295,1,6376861945509710464,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03591350+2025415,9.973,0.021,9.348,0.025,9.094,0.019,AAA,222,111,000,1,J035913.62+202541.1,8.977,0.024,8.893,0.019,8.771,0.028,8.451,,0000,0,AAAU,1100.0,,,,,,,,,,,,,,,,
183,36629890579758592,36629890579758592,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671257438486587,03523432+1115389,J035234.45+111538.7,121510581435483433,58.14306446808133,11.260787270849727,12.626208,14.040277,11.467541,28.871611480767395,0.02750342,1.6248798,169662.02554704552,86.42244,370,12.613405,14.013306,11.444056,34.587234,34.623287,34.6613,34.580456,34.61127,34.63898,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.33716,0.01765269,14.59383,0.01549033,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03523432+1115389,9.864,0.019,9.245,0.028,9.006,0.022,AAA,222,111,000,1,J035234.45+111538.7,8.878,0.024,8.744,0.02,8.628,0.028,8.818,0.524,h000,0,AAAC,0.0,,,,,,,14.380800247192385,0.0064790002070367,13.203700065612791,0.0124800000339746,,,,,11.526399612426758,0.254716008901596
184,45679386670867584,45679386670867584,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673328153329705,04122173+1615033,J041221.83+161503.0,-9223372036854775808,63.09055732032109,16.250947662660277,12.683744,14.254997,11.468599,28.239652822674763,0.09073295,4.022593,161150.84414846735,100.54432,234,12.669286,14.231084,11.450064,35.305412,35.420025,35.549747,35.286205,35.39993,35.515335,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.50016,0.02138963,14.78607,0.01968377,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04122173+1615033,9.736,0.024,9.095,0.03,8.867,0.022,AAA,222,111,000,1,J041221.83+161503.0,8.711,0.022,8.56,0.022,8.433,0.027,8.037,0.263,0000,0,AAAB,1111.0,,,,,,,,,,,,,,,,
188,3411434528270795648,3411434528270795648,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671257982042367,04395590+2129397,J043955.95+212939.3,-9223372036854775808,69.98293729648992,21.494366003691567,12.747373,13.897059,11.698173,16.142500167534887,0.017852757,1.1489198,151576.54426632915,52.827065,288,12.735786,13.87387,11.675495,61.818268,61.887215,61.949524,61.816032,61.884144,61.94754,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.13311,0.02616831,14.46938,0.01820441,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04395590+2129397,10.317,0.02,9.612,0.02,9.423,0.017,AAA,222,111,000,1,J043955.95+212939.3,9.308,0.024,9.279,0.021,9.169,0.035,8.172,,0000,0,AAAU,1222.0,,,,,,,,,,,,,,,,
190,3393094021484216192,3393094021484216192,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673474180907094,05070919+1536494,J050709.25+153649.1,-9223372036854775808,76.78831989195852,15.613748961805486,12.772995,14.079151,11.652883,22.36286879234413,0.023436414,1.3349078,148562.2498192036,93.175575,253,12.757596,14.060051,11.622637,44.639153,44.67309,44.72185,44.660534,44.700836,44.74757,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.27871,0.02023327,14.62764,0.008683391,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05070919+1536494,10.137,0.029,9.477,0.033,9.247,0.018,AAA,222,111,000,1,J050709.25+153649.1,9.104,0.023,9.008,0.022,8.91,0.03,8.364,0.333,0000,0,AAAB,0.0,,,,,,,,,,,,,,,,
191,3283324415564687104,3283324415564687104,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04222503+0337082,J042225.13+033708.3,112340656047713384,65.60433290317201,3.6189669015657686,12.792516,14.321992,11.585831,27.84561272808909,0.026153212,1.3136476,146278.45458535483,107.1911,267,12.774416,14.296929,11.565582,35.85582,35.88816,35.915726,35.866695,35.895565,35.92581,6377002718433642016,20.1256,0.1425,0,6377002718433642016,21.4576,0.502,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04222503+0337082,9.857,0.026,9.259,0.026,9.002,0.019,AAA,222,111,000,1,J042225.13+033708.3,8.895,0.024,8.745,0.02,8.598,0.024,8.287,0.242,0000,0,AAAB,111.0,,,,,,,14.690500259399414,0.0046450002118945,13.48330020904541,0.0043239998631179,,,11.471599578857422,0.0010000000474974,11.52929973602295,0.0
197,3410505784542875008,3410505784542875008,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671255833837706,04385471+1910560,J043854.78+191055.6,-9223372036854775808,69.72800251466238,19.18221843693545,12.913276,14.2808895,11.771514,20.064564960840617,0.02156436,1.1117162,130624.39844646111,87.26187,298,12.897306,14.248275,11.747141,49.745586,49.797092,49.84865,49.73241,49.785217,49.831528,6376826799792328026,20.4504,0.0943,0,6376826799792328026,,,0,17.39468,0.0314555,14.83393,0.01869984,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04385471+1910560,10.163,0.02,9.506,0.021,9.266,0.019,AAA,222,111,000,1,J043854.78+191055.6,9.191,0.024,9.078,0.02,8.977,0.038,8.62,0.541,0000,0,AAAC,1111.0,,,,,,,,,,,,,,,,
198,147232651433766528,147232651433766528,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660758926360581,04432476+2417479,J044324.82+241747.4,137150708534936371,70.85315034386811,24.296673281318284,12.920681,14.299714,11.76559,20.51635582322876,0.020655721,1.0597734,129823.27179813047,55.21434,407,12.903985,14.275105,11.74609,48.646126,48.69742,48.744102,48.63409,48.68506,48.73226,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.39942,0.03668692,14.94375,0.01491035,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04432476+2417479,10.191,0.02,9.531,0.019,9.316,0.016,AAA,222,111,000,1,J044324.82+241747.4,9.181,0.023,9.065,0.019,8.972,0.038,8.326,,0000,0,AAAU,1111.0,,,,,,,14.66450023651123,0.0045590000227093,13.465399742126465,0.0010000000474974,13.029899597167969,0.0494449995458126,,,11.408499717712402,0.0084440000355243
200,40470720915966208,40470720915966208,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664087528701967,03545319+1618563,J035453.31+161856.0,-9223372036854775808,58.72176405575247,16.315621852884625,12.957477,14.578167,11.727108,22.74402568750854,0.06847326,3.0967972,125608.993151305,109.423485,390,12.939815,14.546812,11.705002,43.82047,43.93553,44.025326,43.760174,43.895836,44.01845,6376967496480591047,19.0786,0.0489,1,6376967496480591047,20.6071,0.2199,0,17.67037,0.02159723,15.11946,0.01684668,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03545319+1618563,9.96,0.024,9.367,0.022,9.056,0.021,AAA,222,111,000,1,J035453.31+161856.0,8.938,0.023,8.775,0.019,8.672,0.03,8.733,0.487,0000,0,AAAC,0.0,,,,,,,,,,,,,,,,
201,3314597408180024960,3314597408180024960,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671257443467287,04275919+1845327,J042759.28+184532.4,130510669969581346,66.9967302388719,18.759074694101315,12.958581,14.471209,11.764502,19.12817304877517,0.023379557,1.0694257,125329.30673498347,64.66201,419,12.942235,14.446476,11.743436,52.147232,52.202335,52.261982,52.15475,52.21033,52.266617,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.62588,0.03245322,15.0362,0.01213751,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04275919+1845327,10.053,0.02,9.467,0.022,9.219,0.019,AAA,222,111,000,1,J042759.28+184532.4,9.065,0.022,8.92,0.022,8.771,0.04,8.629,,0000,0,AAAU,4533.0,,,,,,,14.82509994506836,0.0047149998135864,13.626299858093262,0.0148799996823072,12.436699867248535,0.0016149999573826,12.034199714660645,0.0015330000314861,12.836700439453123,0.0014730000402778
202,3312381071912436864,3312381071912436864,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673327080112163,04175499+1632401,J041755.09+163239.8,127850644795283877,64.47919673951804,16.544500450995205,12.964265,14.4630995,11.775244,22.43113673226544,0.024212373,1.1125696,124310.726980262,68.89505,245,12.951096,14.442746,11.754839,44.446945,44.499268,44.558037,44.46789,44.510475,44.55937,6376897099819125459,20.2462,0.1301,0,6376897099819125459,21.3115,0.3126,0,17.28236,0.01827639,15.00056,0.02346516,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04175499+1632401,10.028,0.022,9.411,0.022,9.174,0.017,AAA,222,111,000,1,J041755.09+163239.8,9.082,0.023,8.945,0.018,8.836,0.031,8.335,,0000,0,AAAU,1111.0,,,,,,,14.83209991455078,0.0054950001649558,13.64229965209961,0.0058140000328421,,,,,,
203,145784835140102016,145784835140102016,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660750333149338,04251816+2303390,J042518.26+230338.4,-9223372036854775808,66.32576789811935,23.060819768696323,12.971039,14.318325,11.834409,20.7536113300791,0.020000981,1.17332,123967.89171931028,67.96186,432,12.954094,14.292408,11.811422,48.070732,48.118504,48.164314,48.075527,48.122917,48.166225,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.54983,0.01928614,14.85381,0.01417028,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04251816+2303390,10.264,0.022,9.617,0.022,9.401,0.018,AAA,222,111,000,1,J042518.26+230338.4,9.277,0.023,9.177,0.02,9.052,0.046,7.51,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
205,42716408993806080,42716408993806080,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237666273678524525,03323447+1609120,J033234.59+160911.9,127380531440704559,53.14370819275578,16.15332662889165,12.9808,14.521427,11.777713,20.589572721520184,0.024092358,1.3469818,123062.08997142376,66.02703,338,12.962056,14.499201,11.758108,48.432842,48.50096,48.55511,48.45818,48.508087,48.558697,6377073093618174098,21.4158,0.4502,0,6377073093618174098,,,0,17.21826,0.03245213,15.02026,0.01478393,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03323447+1609120,10.097,0.02,9.441,0.022,9.207,0.018,AAA,222,111,000,1,J033234.59+160911.9,9.068,0.023,8.911,0.02,8.795,0.031,8.293,0.321,0000,0,AAAB,0.0,,,,,,,14.84589958190918,0.005121000111103,13.639399528503418,0.0067500001750886,,,,,,
207,47803952373768960,47803952373768960,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04160357+1851330,J041603.66+185132.7,130630640152691453,64.01492857125683,18.85920058117053,13.0,14.368785,11.858862,20.81802907900175,0.018925542,0.95159847,119553.43494242558,88.2684,298,12.993462,14.353529,11.841581,47.925346,47.97036,48.015995,47.916203,47.95641,47.992363,6376861987385639673,22.2059,0.4051,0,6376861987385639673,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04160357+1851330,10.247,0.021,9.654,0.022,9.41,0.017,AAA,222,111,000,1,J041603.66+185132.7,9.288,0.024,9.18,0.021,9.028,0.033,8.287,,0000,0,AAAU,1111.0,,,,,,,14.677800178527832,0.0027449999470263,13.50160026550293,0.0039470000192523,12.43280029296875,0.0011589999776333,,,11.47130012512207,0.0010000000474974
208,49968306654050944,49968306654050944,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664089676710032,03555715+1825564,J035557.27+182555.9,-9223372036854775808,58.98823166641317,18.432283242297743,13.017426,14.428411,11.858597,22.85518383898429,0.01826501,1.2765797,118621.62940444604,59.726177,426,13.001957,14.405922,11.8361025,43.647057,43.683372,43.715508,43.644775,43.68453,43.717632,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.49869,0.01875959,14.97454,0.01251324,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03555715+1825564,10.23,0.024,9.629,0.025,9.388,0.021,AAA,222,111,000,1,J035557.27+182555.9,9.235,0.022,9.125,0.02,9.008,0.032,8.575,0.391,0000,0,AAAC,1100.0,,,,,,,,,,,,,,,,
212,148184656704340352,148184656704340352,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660760536580105,04400675+2536457,J044006.85+253645.0,138730700286275604,70.02821581717242,25.612680086924016,13.145148,14.562432,11.978906,23.36486408762095,0.017994905,1.2181073,106374.4106676394,66.689606,302,13.120274,14.529638,11.9534645,42.680172,42.708794,42.742073,42.67715,42.713413,42.747883,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.59187,0.05102338,15.17498,0.02269808,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04400675+2536457,10.367,0.023,9.757,0.025,9.505,0.018,AAA,222,111,000,1,J044006.85+253645.0,9.383,0.023,9.252,0.02,9.18,0.036,8.184,,0000,0,AAAU,1111.0,,,,,,,14.91160011291504,0.0028699999675154,13.74839973449707,0.0010000000474974,12.405699729919434,0.0033589999657124,,,11.623700141906738,0.0011520000407472
213,3411811317161811328,3411811317161811328,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04501665+2037330,J045016.73+203732.5,-9223372036854775808,72.56945699575621,20.625824382709755,13.155478,14.644894,11.9607525,22.05154119938293,0.018648785,1.2569633,104991.13862697963,68.1096,405,13.134485,14.623905,11.940527,45.187332,45.22899,45.270023,45.19566,45.23338,45.274048,6376826783686198883,20.4961,0.1784,1,6376826783686198883,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04501665+2037330,10.281,0.021,9.628,0.022,9.387,0.017,AAA,222,111,000,1,J045016.73+203732.5,9.26,0.023,9.137,0.019,9.046,0.033,8.31,,0000,0,AAAU,1111.0,,,,,,,,,,,,,,,,
215,3312348872541805184,3312348872541805184,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04165445+1621249,J041654.54+162124.6,127620642272078772,64.22694848593541,16.3569207938425,13.207776,14.610948,12.04815,21.063924177565333,0.014529831,1.1301515,99756.89532828909,46.610855,293,13.190009,14.587069,12.028017,47.321396,47.36088,47.39498,47.332462,47.359844,47.393158,6376897099817027779,21.8153,0.4274,0,6376897099817027779,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04165445+1621249,10.434,0.02,9.813,0.02,9.585,0.017,AAA,222,111,000,1,J041654.54+162124.6,9.436,0.023,9.327,0.021,9.22,0.036,8.728,0.477,0000,0,AAAC,1111.0,,,,,,,14.936599731445312,0.0082189999520778,13.762999534606934,0.012168999761343,12.79580020904541,0.022384999319911,,,11.691100120544434,0.0015719999792054
216,48455894049191424,48455894049191424,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04142981+1843480,J041429.90+184347.7,130470636246006447,63.62428832114975,18.730017204272468,13.221455,14.769684,12.011263,20.68037659924827,0.062000703,3.769246,98445.49339389488,79.64853,257,13.204377,14.7577095,11.995655,48.043777,48.195465,48.333565,48.038025,48.228325,48.37713,6376861988459383492,21.0155,0.2596,0,6376861988459383492,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04142981+1843480,10.294,0.021,9.711,0.024,9.427,0.017,AAA,222,111,000,1,J041429.90+184347.7,9.294,0.024,9.149,0.02,8.978,0.028,8.848,,0000,0,AAAU,1111.0,,,,,,,15.124799728393556,0.0025319999549537,13.9375,0.0100849997252225,12.402799606323242,0.0011370000429451,12.634699821472168,0.0160259995609521,11.564900398254396,0.0
217,3311906770084019712,3311906770084019712,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671255830888595,04172811+1454038,J041728.21+145403.6,125880643674421763,64.36725557253561,14.901060441076003,13.276046,14.70091,12.105038,20.282956302607197,0.015809147,1.2354041,93858.32709063742,58.98022,303,13.256185,14.676823,12.08292,49.127045,49.161247,49.199905,49.132942,49.174473,49.222137,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.88708,0.02729391,15.20571,0.0210685,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04172811+1454038,10.471,0.022,9.869,0.023,9.621,0.019,AAA,222,111,000,1,J041728.21+145403.6,9.466,0.022,9.33,0.019,9.143,0.034,8.427,,0000,0,AAAU,1111.0,,,,,,,15.047499656677246,0.0050550000742077,13.864700317382812,0.0128189995884895,,,,,11.666500091552734,0.002553999889642
220,3289363105224130944,3289363105224130944,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04544882+0744199,J045448.88+074419.9,117280737036577063,73.70342927373129,7.738880369636282,13.450744,15.01028,12.230441,25.43597069465576,0.018017966,1.0897192,80362.26600070327,93.6565,486,13.424736,14.991289,12.209406,39.203297,39.232437,39.260914,39.205788,39.23234,39.262398,6381858099502777987,20.9701,0.3064,0,6381858099502777987,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04544882+0744199,10.497,0.023,9.873,0.026,9.625,0.023,AAA,222,111,000,1,J045448.88+074419.9,9.489,0.022,9.345,0.02,9.188,0.033,8.361,,HHd0,0,AAAU,1111.0,,,,,,,15.360600471496582,0.0112549997866153,14.1225004196167,0.0116969998925924,13.788800239562988,0.1074070036411285,12.156800270080566,0.1185690015554428,11.748299598693848,0.0014819999923929
222,147469115153030528,147469115153030528,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660760537366539,04475569+2534471,J044755.76+253446.5,138690719823306125,71.98211225888005,25.57975803481051,13.516589,15.039906,12.310712,19.79891798242993,0.017845009,1.279931,75362.22101194118,49.872574,448,13.494483,15.018496,12.292937,50.32933,50.372555,50.414036,50.31422,50.365482,50.416008,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.97701,0.08868943,15.6504,0.01561029,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04475569+2534471,10.631,0.021,10.011,0.019,9.771,0.018,AAA,222,111,000,1,J044755.76+253446.5,9.599,0.023,9.449,0.02,9.345,0.042,8.816,0.496,0000,0,AAAC,1111.0,,,,,,,15.341699600219728,0.0023429999127984,14.143400192260742,0.0020389999262988,,,,,11.85420036315918,0.0006730000022798
223,3282226793722500224,3282226793722500224,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04374410+0454066,J043744.17+045406.7,113880694340032748,69.43378218002873,4.901843528586232,13.522387,15.035211,12.325071,21.19158544098422,0.016337734,1.1775464,75000.73800090444,43.67473,479,13.499703,15.011805,12.301838,47.03066,47.069687,47.104702,47.03311,47.072735,47.106476,6381858130641289657,21.2512,0.2908,0,6381858130641289657,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04374410+0454066,10.62,0.024,10.033,0.022,9.749,0.024,AAA,222,111,000,1,J043744.17+045406.7,9.641,0.023,9.496,0.02,9.371,0.046,8.131,,0000,0,AAAU,344.0,,,,,,,15.354700088500977,0.0034880000166594,14.184599876403809,0.0041220001876354,,,,,11.985799789428713,0.0366390012204647
224,3392122637320609536,3392122637320609536,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673473106968689,05073495+1439142,J050734.99+143914.0,-9223372036854775808,76.8957169713011,14.65390327883114,13.536875,14.912848,12.23832,18.746288422837683,0.055176675,4.0545206,72780.97566683074,76.62844,249,13.532322,14.889068,12.21087,53.057983,53.224117,53.370438,53.050728,53.21331,53.34328,6381822924794365163,20.9407,0.2522,0,6381822924794365163,,,0,18.13001,0.02184873,15.53091,0.0101333,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05073495+1439142,10.416,0.032,9.8,0.036,9.524,0.023,AAA,222,111,000,1,J050734.99+143914.0,9.339,0.024,9.2,0.021,9.067,0.034,8.703,0.417,0000,0,AAAC,0.0,,,,,,,,,,,,,,,,
225,3392438678194466560,3392438678194466560,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673452705087597,04561266+1359038,J045612.71+135903.5,124780740530471705,74.05280425354483,13.984371852312083,13.565785,15.103003,12.354461,16.84281549610621,0.08925905,4.6074443,72062.44814387713,61.734383,387,13.543095,15.0796585,12.334093,58.856678,59.168392,59.54363,58.83305,59.14556,59.406536,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.27766,0.0311553,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04561266+1359038,10.615,0.022,10.02,0.023,9.756,0.017,AAA,222,111,000,1,J045612.71+135903.5,9.579,0.021,9.439,0.018,9.286,0.045,8.322,,ddd0,0,AAAU,0.0,,,,,,,15.423199653625488,0.0076669999398291,14.247099876403809,0.0039049999322742,13.177900314331056,0.0,,,11.896100044250488,0.0010000000474974
227,149543000243089024,149543000243089024,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660758924067147,04210061+2431080,J042100.71+243107.2,137420652529453010,65.2526575125279,24.518824253641103,13.58628,15.084591,12.387966,20.38889188666459,0.022714717,1.2247479,70992.41048984231,42.46714,370,13.559337,15.057647,12.365273,48.846783,48.903637,48.960457,48.852547,48.918274,48.97675,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.47953,0.02731564,15.71496,0.0142515,14.29272,0.01204999,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04210061+2431080,10.786,0.022,10.129,0.024,9.888,0.018,AAA,222,111,000,1,J042100.71+243107.2,9.729,0.024,9.584,0.02,9.456,0.041,8.344,,0000,0,AAAU,5744.0,,,,,,,15.39210033416748,0.0025599999353289,14.252300262451172,0.0107629997655749,12.839200019836426,0.0064849997870624,12.27910041809082,0.0088769998401403,11.941100120544434,0.0096429996192455
