,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
135,3282171749421655168,3282171749421655168,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04375823+0440111,J043758.30+044011.2,113600694929374189,69.49267526287001,4.669768828682911,10.897769,11.727505,10.035959,20.75654372457276,0.01636783,1.0545778,824199.3171768083,159.89749,425,10.897286,11.703587,10.020686,48.067406,48.10435,48.143864,48.058697,48.096066,48.126774,6381858141378709827,20.2215,0.1531,0,6381858141378709827,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04375823+0440111,8.96,0.029,8.312,0.045,8.149,0.029,AAA,111,111,000,1,J043758.30+044011.2,8.074,0.023,8.13,0.02,8.05,0.023,8.153,0.3,0000,0,AAAB,344.0,,,,,,,12.405699729919434,0.0010000000474974,,,,,,,,
136,3308896238528440448,3308896238528440448,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04473532+1453209,J044735.40+145320.5,-9223372036854775808,71.89723104973828,14.889085602388208,10.928127,11.761789,10.062823,20.93206028817838,0.01839954,1.2511973,801383.5234536013,230.87653,405,10.927766,11.737762,10.047395,47.64848,47.691536,47.727646,47.65052,47.69347,47.732296,6376897125586829950,19.9959,0.1143,0,6376897125586829950,,,256,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04473532+1453209,8.91,0.026,8.309,0.016,8.17,0.017,AAA,111,111,000,1,J044735.40+145320.5,8.088,0.024,8.141,0.019,8.045,0.023,7.812,0.184,0000,0,AAAB,1111.0,,,,,,,,,,,,,,,,
137,3311492803955469696,3311492803955469696,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671255830560929,04151038+1423544,J041510.48+142354.2,125270637936218468,63.79336856323789,14.398455599322524,10.930037,11.774728,10.058865,20.978217741068452,0.017638173,1.0539469,799865.5896690267,339.94565,254,10.929824,11.75051,10.043459,47.558594,47.606476,47.63717,47.550125,47.590324,47.623657,6376967551239324574,19.9244,0.0822,1,6376967551239324574,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04151038+1423544,8.947,0.026,8.294,0.021,8.128,0.017,AAA,112,111,000,1,J041510.48+142354.2,8.067,0.023,8.127,0.02,8.025,0.021,7.816,0.205,d000,0,AAAB,1111.0,,,,,,,,,,,,,,,10.419899940490724,0.2051730006933212
139,3404798597640071296,3404798597640071296,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04510241+1458167,J045102.49+145816.5,-9223372036854775808,72.76011968238664,14.971302976818226,10.981811,11.93506,10.054134,21.09312454746806,0.39078805,20.36813,758617.3301587597,451.14664,400,10.98731,11.908264,10.036641,46.5054,47.41576,48.368435,46.370644,47.12882,47.958046,6376897124515185692,19.4865,0.0904,0,6376897124515185692,21.2083,0.2696,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04510241+1458167,8.796,0.027,8.145,0.026,7.967,0.02,AAA,111,111,000,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
140,3314150048683152896,3314150048683152896,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671255832854587,04312905+1743072,J043129.14+174306.8,129260678714432668,67.87112566268414,17.718661000703644,11.183414,12.1375,10.255111,22.235741889084355,0.022544263,1.1826293,632662.0515899629,279.31854,411,11.184438,12.11163,10.233044,44.87344,44.91717,44.955658,44.87715,44.92595,44.97849,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.4021,0.02113706,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04312905+1743072,9.06,0.021,8.39,0.024,8.224,0.018,AAA,212,111,000,1,J043129.14+174306.8,8.1,0.023,8.15,0.021,8.076,0.037,7.599,,00h0,0,AAAU,5744.0,,,,,,,,,,,,,,,,
141,47804394753757056,47804394753757056,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04161310+1853042,J041613.20+185303.8,-9223372036854775808,64.05466751763099,18.884505220098397,11.196231,12.135852,10.284235,21.82751181449805,0.020528838,1.0755994,621784.9927869211,281.843,285,11.203266,12.113677,10.266084,45.725185,45.764206,45.8151,45.730415,45.770542,45.823734,6376861987385639743,20.3138,0.1447,0,6376861987385639743,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04161310+1853042,9.062,0.023,8.448,0.023,8.268,0.017,AAA,112,111,000,1,J041613.20+185303.8,8.167,0.024,8.203,0.02,8.107,0.022,7.763,0.191,0000,0,AAAB,1111.0,,,,,,,,,,,,,,,,
142,3407518510233429248,3407518510233429248,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,05030708+1901048,J050307.14+190104.3,-9223372036854775808,75.77956149390656,19.01797944653145,11.211767,12.0815525,10.335542,18.752904634533408,0.024783092,1.2162849,614754.7424613837,390.12326,265,11.215612,12.057723,10.318615,53.19506,53.256584,53.331623,53.19732,53.277725,53.349277,6376826794423618309,20.4478,0.159,0,6376826794423618309,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,05030708+1901048,9.225,0.022,8.575,0.02,8.408,0.017,AAA,212,111,000,1,J050307.14+190104.3,8.321,0.023,8.361,0.02,8.304,0.028,8.394,0.321,hh00,0,AAAB,0.0,,,,,,,,,,,,,,,,
145,3310569798304869888,3310569798304869888,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04184702+1321585,J041847.12+132158.5,124030646963759988,64.69598621125733,13.366309106969346,11.270179,12.226091,10.343248,21.71107339531789,0.023010239,1.2397858,582595.7136510616,296.3592,287,11.273949,12.206098,10.32644,45.958675,46.001297,46.044365,45.96502,46.01117,46.053944,6376897151356635542,20.4376,0.1121,0,6376897151356635542,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04184702+1321585,9.121,0.02,8.481,0.026,8.3,0.018,AAA,112,111,000,1,J041847.12+132158.5,8.203,0.023,8.237,0.019,8.144,0.023,7.837,0.195,0000,0,AAAB,1111.0,,,,,,,12.635899543762209,0.0237980000674724,,,,,,,10.434700012207031,0.1554770022630691
147,146989143968434688,146989143968434688,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237664088608735382,04470974+2401124,J044709.82+240111.6,-9223372036854775808,71.7906406284708,24.02004582630229,11.50622,12.51281,10.544149,21.61611775507757,0.02172159,1.059193,468735.5722344019,152.55373,375,11.510047,12.490262,10.525444,46.16782,46.2139,46.24981,46.162155,46.209312,46.255836,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,15.73338,0.02498942,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04470974+2401124,9.281,0.022,8.643,0.023,8.412,0.017,AAA,212,111,000,1,J044709.82+240111.6,8.32,0.022,8.345,0.021,8.286,0.025,8.115,0.267,0000,0,AAAB,1111.0,,,,,,,,,,,,,,,,
150,3405909374965722368,3405909374965722368,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04483062+1623187,J044830.70+162318.4,-9223372036854775808,72.1276665145013,16.388534246149568,11.648766,12.663389,10.679278,20.764649973138543,0.019183043,1.1263552,412790.5660317731,159.89684,428,11.648043,12.640261,10.65836,48.070038,48.114376,48.161175,48.056736,48.103817,48.16013,6376897115923155953,20.88,0.2047,0,6376897115923155953,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04483062+1623187,9.415,0.024,8.773,8.888,8.543,0.017,AFA,212,111,000,1,J044830.70+162318.4,8.452,0.023,8.46,0.021,8.344,0.024,8.263,,HH00,0,AAAU,1111.0,,,,,,,,,,,,,,,,
151,56447041481918720,56447041481918720,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237666276363141371,03373331+1751145,J033733.47+175114.2,-9223372036854775808,54.388943933451145,17.854041135095816,11.695927,12.950223,10.60292,25.82853478298892,0.037456352,2.1609294,398552.17075368966,218.53899,260,11.686154,12.92489,10.580792,38.613247,38.670033,38.727455,38.621082,38.683083,38.74581,6376932373309688118,20.6561,0.2258,0,6376932373309688118,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03373331+1751145,9.1,0.021,8.474,0.023,8.231,0.017,AAA,212,111,000,1,J033733.47+175114.2,8.115,0.028,8.025,0.021,7.945,0.023,7.795,0.246,hh00,0,AAAB,0.0,,,,,,,,,,,,,,,,
153,3310640648085373824,3310640648085373824,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04174767+1339422,J041747.77+133942.1,-9223372036854775808,64.44872493820868,13.661779460791935,11.770251,12.812274,10.727225,21.139233734577186,0.022931347,1.3031068,368734.1802314157,135.0839,250,11.770583,12.790565,10.707828,47.20788,47.252773,47.297592,47.206387,47.259686,47.30803,6376897151356636343,21.175,0.1856,0,6376897151356636343,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04174767+1339422,9.405,0.022,8.72,0.018,8.527,0.019,AAA,212,111,000,1,J041747.77+133942.1,8.381,0.023,8.367,0.019,8.263,0.022,8.273,0.321,0000,0,AAAB,1111.0,,,,,,,,,,,,,,,,
157,47068207297219584,47068207297219584,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04060221+1815033,J040602.34+181502.9,129900615097061586,61.509352190357646,18.250904796398444,11.894332,13.0596075,10.840963,25.637456559681212,0.02152091,1.3522114,331497.9368918983,124.99138,327,11.886165,13.032616,10.818344,38.946243,38.975544,39.006542,38.95192,38.979893,39.007656,6376967503994685520,20.619,0.2324,1,6376967503994685520,,,256,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04060221+1815033,9.488,0.021,8.82,0.02,8.598,0.02,AAA,212,111,000,1,J040602.34+181502.9,8.453,0.023,8.397,0.021,8.311,0.024,8.074,0.268,0000,0,AAAB,1100.0,,,,,,,13.438899993896484,0.0,,,,,,,11.037099838256836,0.0014880000380799
158,145919658456448128,145919658456448128,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04303819+2254289,J043038.26+225428.4,-9223372036854775808,67.6591600789866,22.90800606968487,11.917909,13.212552,10.805022,19.5928024484897,0.056673583,3.0084736,323969.66856383707,153.16096,366,11.911106,13.191652,10.784631,50.815384,51.00637,51.18297,50.909847,51.06234,51.196495,6376861992756446843,19.3121,0.0968,0,6376861992756446843,20.9817,0.3369,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04303819+2254289,9.248,0.023,8.579,0.033,8.378,0.024,AAA,111,111,000,1,J043038.26+225428.4,8.257,0.023,8.168,0.021,8.095,0.024,7.861,0.252,0000,0,AAAB,3433.0,ASASSN-V J043038.24+225429.6,12.96,0.06,,UV      ,,,,,,,,,,,
159,47917816253918720,47917816253918720,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673328155099469,04251456+1858250,J042514.64+185824.5,-9223372036854775808,66.31067946954063,18.973584363276792,11.9492,12.946198,10.8944025,18.569708027172418,0.03217943,2.0377967,310508.66098824254,302.37006,418,11.957183,12.925601,10.876818,53.71128,53.81864,53.9255,53.7388,53.813663,53.909725,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.15578,0.03757417,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04251456+1858250,9.594,0.022,8.958,0.02,8.706,0.018,AAA,222,111,000,1,J042514.64+185824.5,8.587,0.022,8.554,0.02,8.43,0.023,8.393,0.342,0000,0,AAAB,2222.0,,,,,,,,,,,,,,,,
163,3295883999449691264,3295883999449691264,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673453240189016,04412876+1200337,J044128.83+120033.5,-9223372036854775808,70.36987366821454,12.009343110669892,12.023157,13.14035,10.989732,21.155813513954374,0.017240647,1.155371,294987.842415085,99.15305,492,12.0128565,13.11733,10.965693,47.218124,47.25582,47.295227,47.213284,47.24354,47.27606,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.3081,0.03416798,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04412876+1200337,9.613,0.022,8.981,0.022,8.754,0.02,AAA,222,111,000,1,J044128.83+120033.5,8.629,0.023,8.608,0.019,8.493,0.027,8.385,,0000,0,AAAU,1111.0,,,,,,,,,,,,,,,,
164,146160558879786624,146160558879786624,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660750333149446,04252002+2306312,J042520.11+230630.7,135730663339290700,66.33350119706394,23.108660716202664,12.039505,13.075603,11.045258,18.80154835020197,0.016706966,1.3173752,290318.1157735773,73.49627,440,12.030182,13.054795,11.023706,53.090187,53.139553,53.18844,53.111027,53.157917,53.196747,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.32796,0.01821578,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04252002+2306312,9.731,0.021,9.106,0.022,8.859,0.017,AAA,222,111,000,1,J042520.11+230630.7,8.78,0.023,8.775,0.02,8.631,0.04,8.109,,0000,0,AAAU,5744.0,,,,,,,13.459600448608398,0.0180510003119707,,,,,,,11.167200088500977,0.0013640000252053
165,151312419393052032,151312419393052032,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237660761072402547,04291097+2614484,J042911.06+261447.7,-9223372036854775808,67.29578185275811,26.246754773916763,12.065066,13.176613,11.034134,20.914300970803517,0.016899796,1.1030649,283535.37950262486,103.25328,292,12.055849,13.15425,11.011495,47.76155,47.797928,47.837234,47.75944,47.79207,47.829586,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.25967,0.02555296,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04291097+2614484,9.68,0.021,9.038,0.021,8.827,0.018,AAA,222,111,000,1,J042911.06+261447.7,8.695,0.023,8.664,0.02,8.611,0.032,7.94,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
169,56447037184877824,56447037184877824,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237666276363141389,03373387+1751005,J033734.02+175100.1,-9223372036854775808,54.39125662823662,17.850123343580226,12.0926485,13.6114855,10.8941765,25.775210655900946,0.031042667,1.6010003,277508.50030642987,251.34573,262,12.079176,13.585772,10.874109,38.73471,38.78937,38.841778,38.73339,38.785507,38.8368,6376932373311785238,19.2247,0.0958,0,6376932373311785238,20.2697,0.2497,0,16.58769,0.02230204,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03373387+1751005,9.186,0.02,8.564,0.031,8.3,0.017,AAA,212,111,000,1,J033734.02+175100.1,8.154,0.024,8.02,0.019,7.912,0.021,7.727,0.223,hh00,0,AAAB,0.0,,,,,,,,,,,,,,,,
170,3313778207594395392,3313778207594395392,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673326007353360,04271663+1714305,J042716.71+171430.3,-9223372036854775808,66.81933198696477,17.24185176296184,12.143844,13.300845,11.090819,21.81444620546993,0.020584943,1.2495142,263207.961419258,100.97227,380,12.13662,13.280433,11.069566,45.78422,45.82956,45.87342,45.778927,45.819817,45.85422,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.48169,0.03020504,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04271663+1714305,9.714,0.019,9.067,0.028,8.826,0.024,AAA,222,111,000,1,J042716.71+171430.3,8.708,0.022,8.665,0.019,8.573,0.028,8.387,,0000,0,AAAU,5744.0,,,,,,,,,,,,,,,,
171,3411031385460853248,3411031385460853248,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237671256371363893,04423029+2027115,J044230.36+202711.1,132540706265724194,70.62625013234012,20.4531749231914,12.15475,13.5468855,10.999274,20.476050830053644,0.021684114,1.19598,261049.05972250813,189.37955,477,12.145561,13.524179,10.978902,48.75545,48.813457,48.862003,48.769135,48.817177,48.867504,6376826784759940880,19.8433,0.0661,0,6376826784759940880,,,0,16.68778,0.02024414,14.10773,0.01524135,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04423029+2027115,9.396,0.022,8.772,0.023,8.517,0.019,AAA,212,111,000,1,J044230.36+202711.1,8.393,0.024,8.3,0.021,8.179,0.024,8.455,0.352,0000,0,AAAB,1111.0,,,,,,,13.92710018157959,0.0047269999049603,,,11.712900161743164,0.0019199999514967,,,,
172,44894472808190720,44894472808190720,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,03415547+1845359,J034155.60+184535.4,-9223372036854775808,55.4812084554892,18.759935938515444,12.246261,13.476058,11.160277,24.25605181584388,0.022213245,1.3976413,241100.38864963,150.44759,247,12.231873,13.44953,11.137934,41.178623,41.21487,41.249542,41.18765,41.21877,41.254288,6376932380825881565,20.9421,0.2235,0,6376932380825881565,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,03415547+1845359,9.71,0.021,9.107,0.024,8.868,0.021,AAA,222,111,000,1,J034155.60+184535.4,8.72,0.133,8.629,0.02,8.538,0.028,8.445,0.391,0000,0,BAAC,0.0,,,,,,,,,,,,,,,,
174,3314581984953794816,3314581984953794816,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673327081619471,04290099+1840254,J042901.09+184025.0,-9223372036854775808,67.25422228448994,18.673700573151606,12.2739725,13.557779,11.159295,23.141968871394663,0.021129902,1.2102776,236077.4751550757,346.7284,376,12.25473,13.527419,11.13354,43.152378,43.196476,43.24084,43.14968,43.197254,43.239075,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.48645,0.04861177,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04290099+1840254,9.571,0.021,8.947,0.022,8.69,0.019,AAA,222,111,000,1,J042901.09+184025.0,8.589,0.023,8.519,0.025,8.402,0.031,7.628,0.292,0000,0,AAAB,4533.0,,,,,,,,,,,,,,,,
175,3410390468964390400,3410390468964390400,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04363893+1836567,J043639.02+183656.3,130330691626529294,69.16227418132294,18.61575387688165,12.314647,13.547461,11.222835,23.802781584110832,0.017420743,1.1121535,226303.59168652177,73.477646,468,12.300638,13.52421,11.201944,41.97725,42.00306,42.036774,41.974087,42.002556,42.038086,6376826799792325780,21.5944,0.2053,17,6376826799792325780,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04363893+1836567,9.777,0.022,9.153,0.023,8.94,0.02,AAA,222,111,sss,1,J043639.02+183656.3,8.769,0.024,8.696,0.019,8.529,0.03,7.645,,0000,0,AAAU,1222.0,,,,,,,13.913000106811523,0.0045509999617934,12.733099937438965,0.0010000000474974,11.697199821472168,0.0559759996831417,11.298800468444824,0.1377660036087036,14.184399604797363,0.0028770000208169
177,3305524242524308352,3305524242524308352,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,1237673326541471797,04063463+1332566,J040634.70+133256.6,-9223372036854775808,61.64429372049278,13.549112526680885,12.440936,13.643109,11.364717,21.448501108200787,0.23169267,11.873783,201318.9029228564,118.85589,351,12.427655,13.611579,11.340138,46.190067,46.69016,47.13154,46.119812,46.558937,47.074726,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.97598,0.01585224,14.31598,0.01460583,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04063463+1332566,9.982,0.024,9.258,0.03,9.091,0.018,AAA,222,111,000,1,J040634.70+133256.6,8.925,0.023,8.859,0.02,8.725,0.03,8.246,,0000,0,AAAU,1111.0,,,,,,,,,,,,,,,,
178,148867315986268672,148867315986268672,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04215585+2325058,J042155.96+232505.2,136100654831782277,65.48282504598048,23.41828049472716,12.458201,13.736458,11.347035,23.10886204825741,0.01913044,1.2490463,197643.59400020647,98.72612,412,12.44766,13.715042,11.325212,43.22099,43.249615,43.288757,43.225574,43.25666,43.289608,6376861961615835798,22.2276,0.4095,0,6376861961615835798,,,256,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04215585+2325058,9.885,0.024,9.224,0.02,8.982,0.019,AAA,222,111,000,1,J042155.96+232505.2,8.817,0.023,8.746,0.021,8.641,0.029,8.853,0.514,0000,0,AAAC,2322.0,,,,,,,14.049799919128418,0.00819499976933,12.903800010681152,0.0010000000474974,,,,,,
180,3409855590918086400,3409855590918086400,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04475663+1901260,,-9223372036854775808,71.98600248525646,19.023894338656977,12.553482,13.724212,11.489684,18.54485946451044,0.017611543,1.174983,181179.6999957953,57.41176,390,12.542093,13.698652,11.466713,53.843834,53.88986,53.94138,53.857925,53.897717,53.950768,6376826797644842227,21.2005,0.2643,0,6376826797644842227,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04475663+1901260,10.031,0.02,9.414,0.05,9.183,0.042,EAA,222,122,ccc,1,,,,,,,,,,,-2147483648,,,,,,,,,,,,,,,,,,
181,3410529355323453312,3410529355323453312,Hyades  ,Hyades               ,0.065,21.052,-9223372036854775808,-9223372036854775808,04401271+1917099,J044012.78+191709.5,-9223372036854775808,70.05295858337352,19.28609667054012,12.563821,13.832479,11.459525,22.268220734433715,0.022097234,1.2172375,179444.38267173848,81.4549,341,12.552542,13.812262,11.437616,44.827515,44.878906,44.926903,44.858215,44.897568,44.927418,6376826792276132432,22.4685,0.3495,0,6376826792276132432,,,0,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,04401271+1917099,9.948,0.021,9.363,0.023,9.12,0.022,AAA,222,111,000,1,J044012.78+191709.5,8.976,0.023,8.896,0.019,8.772,0.029,8.234,,0000,0,AAAU,1111.0,,,,,,,,,,,,,,,,
