,dr2_source_id,dr3_source_id,Cluster,plx_cluster,e_plx_cluster,SimbadName_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,ra2000,dec2000,gmag,bpmag,dr2_bp_flux_over_error,rpmag,dr2_rp_flux_over_error,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_FUV,FUVmag,e_FUVmag,Fafl,objid_NUV,NUVmag,e_NUVmag,Nafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,u_psf,e_u_psf,v_flags,v_nimaflags,v_ngood,v_psf,e_v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_2MASS,rd_flg,bl_flg,cc_flg,use_src,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags_WISE,ext_flg_WISE,ph_qual_WISE,moon_lev_WISE,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,feh,feh_err,logg,logg_err,teff,teff_err,rv,rv_err,alpha_m,alpha_m_err,snrg,nobs,rv_discrepancy_sig,rv_discrepancy,imputed_uncertainties_flag
122,337094910570360960,337094910570360960,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02432069+4220497 ,J024320.70+422049.6,40.83626386098987,42.347131980061974,13.555782,13.940663,559.2393,13.01608,614.4018,1.997540684576635,0.018402893,1.0451617,72132.791333141,50.00809,218,13.542035,13.91439,13.001549,488.06866,491.4729,495.27444,486.62723,490.81952,495.72495,6372991667801166129,,,0,6372991667801166129,19.2555,0.0813,1,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.423,0.023,12.072,0.033,11.994,0.022,AAA,222,111,000,1,11.959,0.024,11.995,0.022,11.599,0.242,8.978,,0000,0,AABU,0000,                            ,,,,        ,,0.047999999999999994,0.025,4.52,0.040999999999999995,5787.01,28.74,-6.91,3.8499999999999996,0.050617,0.030412,56.56,1,0.0,0.0,False
123,337099068098490624,337099068098490624,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02422478+4227400 ,J024224.78+422739.9,40.6033038478537,42.4611223067627,15.722097,16.443926,134.55553,14.897491,264.28625,2.0183624316241287,0.0429132,0.9759549,9857.19137952182,12.582436,247,15.702984,16.412786,14.882046,477.54614,488.3425,499.24716,477.38885,486.58795,495.5835,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.866,0.027,13.203,0.037,13.139,0.033,AAA,222,111,000,1,13.039,0.024,13.066,0.028,12.66,,8.809,,0000,0,AAUU,0000,                            ,,,,        ,,-0.125,0.07,4.615,0.10699999999999998,4315.16,66.2,-8.43,5.43,,,19.11,1,0.0,0.0,False
124,337102057395941760,337102057395941760,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02443637+4216436 ,J024436.36+421643.6,41.15153564715912,42.27879783661128,15.092453,15.704948,412.20908,14.359084,614.3088,1.977859519004019,0.035797335,1.1594137,17537.823090603528,7.7712517,265,15.077428,15.671984,14.346688,488.395,496.02625,505.17615,490.5761,498.30118,505.3189,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.472,0.024,12.907,0.026,12.862,0.03,AAA,222,111,000,1,12.757,0.075,12.795,0.026,12.69,0.524,8.467,,0000,0,AACU,0000,                            ,,,,        ,,-0.017,0.034,4.687,0.053,4653.87,37.3,-11.59,5.11,,,41.36,1,0.0,0.0,False
125,337109238581222016,337109238581222016,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02440703+4228442 ,J024407.04+422844.1,41.02934721353092,42.47893360924761,13.747304,14.171892,311.02188,13.179875,364.4258,1.9887518730755214,0.028830947,1.1163548,60488.649607775114,51.62189,208,13.733182,14.141847,13.164269,485.5472,493.0429,499.67233,486.72778,493.04236,499.55884,6372991667801166248,,,0,6372991667801166248,20.0982,0.1322,1,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.539,0.021,12.157,0.029,12.114,0.023,AAA,222,111,000,1,12.016,0.022,12.05,0.023,12.173,0.402,8.956,,0000,0,AACU,0000,                            ,,,,        ,,0.255,0.08800000000000001,4.561,0.134,5670.45,81.47000000000001,-25.99,6.03,,,15.47,1,0.0,0.0,False
126,337112262238169600,337112262238169600,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,1237661119700992138,02445487+4233335 ,J024454.87+423333.5,41.22864873958414,42.55933419099614,14.72825,15.278001,330.51602,14.041233,638.20166,2.0202149184360416,0.027639236,1.0518042,24574.16570416742,11.544282,237,14.71117,15.244459,14.024653,478.8602,484.92825,492.15698,478.87405,485.28735,491.77768,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.60496,0.01290797,15.50967,0.01012133,14.68901,0.008591335,14.39507,0.007424369,14.20577,0.01716065,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.182,0.021,12.7,0.023,12.568,0.022,AAA,222,111,000,1,12.514,0.024,12.525,0.026,12.252,0.408,9.19,,0000,0,AACU,0000,                            ,,,,        ,,0.077,0.03,4.768,0.05,5047.87,35.370000000000005,-15.819999999999999,4.72,,,61.85,1,0.0,0.0,False
127,337120474215668864,337120474215668864,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02432379+4230590 ,J024323.79+423058.9,40.84916024833222,42.51639100685233,15.504069,16.191927,69.61304,14.704513,119.987045,1.7856641246496503,0.05100484,1.2663201,12020.045764016604,30.087439,236,15.487601,16.170568,14.692842,535.64276,550.2655,566.5227,531.5564,545.3872,561.43463,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.6,0.026,13.051,0.032,12.897,0.028,AAA,222,111,000,1,12.814,0.024,12.854,0.029,12.003,,8.919,,0000,0,AAUU,0000,                            ,,,,        ,,-0.156,0.034,4.44,0.055,4452.28,38.17,-10.07,5.25,,,43.22,1,0.0,0.0,False
128,337120508575410816,337120508575410816,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02431533+4230367 ,J024315.33+423036.8,40.813921391334624,42.51019764198818,13.046443,13.385863,600.53143,12.550082,524.685,1.9847776054734139,0.02029323,0.9923093,114848.75362750958,75.40486,223,13.037051,13.369462,12.542066,490.70944,494.68564,499.31235,489.60898,495.56924,501.978,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,11.971,0.024,11.725,0.031,11.629,0.019,AAA,222,111,000,1,11.58,0.022,11.588,0.022,11.588,0.212,8.852,,0000,2,AABU,0000,                            ,,,,        ,,0.05799999999999999,0.03,4.414,0.05,6016.12,35.34,-7.76,4.72,-0.07217,0.035585000000000006,70.28,1,0.0,0.0,False
129,337120680374094208,337120680374094208,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02432472+4232110 ,J024324.73+423210.9,40.85305694948305,42.53638938798274,11.383584,11.641336,740.1619,10.989963,1245.1705,1.9606006771072986,0.027093278,1.0444721,528375.9903313547,165.66142,209,11.38001,11.626341,10.979375,493.65836,499.72498,506.6656,491.15802,497.76242,503.52234,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.584,0.024,10.345,0.032,10.286,0.018,AAA,222,111,000,1,10.253,0.023,10.285,0.022,10.253,0.074,8.879,,0000,0,AAAU,0000,                            ,,,,        ,,-0.009000000000000001,0.006,4.238,0.013000000000000001,6652.49,10.8,-13.73,1.9699999999999998,-0.079335,0.022723,261.95,1,0.0,0.0,False
130,337124837902429696,337124837902429696,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02425689+4235219 ,J024256.91+423521.6,40.73708307941108,42.58941128526479,14.227893,14.704615,232.19757,13.586484,232.41605,2.1683867947558877,0.060517363,3.0723622,38505.43067518171,34.44622,220,14.223562,14.675576,13.571535,441.83325,453.62775,468.71805,443.51358,454.79993,466.51627,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.775,0.026,12.337,0.032,12.229,0.028,AAA,222,111,000,1,12.091,0.021,12.098,0.023,11.3,0.171,8.674,0.398,0000,0,AABC,0000,ASASSN-V J024256.90+423521.9,14.37,0.09,,ROT:    ,0.923,0.147,0.029,4.703,0.05,5374.69,36.19,-10.88,5.1,0.103894,0.09014299999999999,95.7,1,0.0,0.0,False
131,337126177932190080,337126177932190080,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,1237661119700861169,02433286+4242255 ,J024332.86+424225.4,40.88695676121166,42.70707876727407,14.719806,15.266738,352.0087,14.041263,834.6786,2.040381010229535,0.027502105,1.0130917,24700.521170973258,9.5083065,248,14.705602,15.229766,14.026842,474.86188,480.99548,486.52692,473.07443,480.59018,487.21207,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,17.55512,0.01685573,15.45356,0.00838806,14.65795,0.009367631,14.35296,0.005218999,14.23423,0.01648505,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.232,0.024,12.755,0.032,12.626,0.028,AAA,222,111,000,1,12.556,0.024,12.603,0.026,12.514,0.514,8.95,,0000,0,AACU,0000,                            ,,,,        ,,0.12,0.031000000000000003,4.7669999999999995,0.052000000000000005,4977.51,36.93,-9.65,4.93,,,64.68,1,0.0,0.0,False
132,337132431404553216,337132431404553216,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,1237661119700861411,02440031+4245136 ,J024400.31+424513.5,41.00133835188131,42.753790811258526,14.287763,14.758755,368.1403,13.668372,349.88788,1.9893593591594243,0.024993,1.1527545,36497.141447617876,27.506247,238,14.28172,14.739162,13.663732,485.9183,492.59708,498.12784,487.94247,494.0676,503.4321,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.62343,0.01555892,14.91455,0.008344877,14.2136,0.009355209,14.02492,0.005193933,13.87252,0.01644765,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.936,0.021,12.542,0.033,12.408,0.024,AAA,222,111,000,1,12.382,0.024,12.415,0.024,11.926,,9.067,,0000,0,AAUU,0000,                            ,,,,        ,,0.10099999999999999,0.051,4.713,0.078,5343.55,48.01,-16.88,3.8200000000000003,,,18.01,1,0.0,0.0,False
133,337132878081141888,337132878081141888,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,1237661081048973585,02435974+4247220 ,J024359.75+424721.8,40.99898224080465,42.7894359030121,11.394912,11.571561,650.9005,11.102551,980.925,2.009009580458399,0.022360845,1.0504494,524058.7102165887,275.32266,202,11.388917,11.561231,11.094715,480.5182,485.7459,490.72083,478.9317,484.99472,490.93073,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.788,0.019,10.672,0.028,10.611,0.021,AAA,222,111,000,1,10.569,0.024,10.562,0.021,10.384,0.079,8.325,0.259,0000,0,AAAB,0000,                            ,,,,        ,,-0.036000000000000004,0.006999999999999999,4.063,0.015000000000000001,7320.62,12.09,-14.88,2.2,0.171015,0.049776999999999995,270.11,1,0.0,0.0,False
134,337133668355123712,337133668355123712,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,1237661119700860977,02433680+4248431 ,J024336.80+424843.0,40.903357045754454,42.81196747917294,13.877196,14.314256,509.10858,13.296076,555.4167,1.9853830953746339,0.019037317,1.0375628,53415.7789825518,24.77023,219,13.868193,14.2884445,13.284952,489.4809,493.35654,497.2255,488.02576,492.67828,496.4681,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,16.11683,0.01525452,14.44977,0.008319099,13.8579,0.009345871,13.66223,0.005177192,13.54826,0.01642473,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.637,0.024,12.233,0.03,12.191,0.023,AAA,222,111,000,1,12.11,0.024,12.143,0.023,11.936,,8.545,,0000,0,AAUU,0000,                            ,,,,        ,,0.17800000000000002,0.036000000000000004,4.717,0.051,5603.07,36.38,-19.11,4.25,0.0722,0.034363,32.06,1,0.0,0.0,False
135,337143701398638464,337143701398638464,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02413060+4228539 ,J024130.60+422853.8,40.377532797473194,42.48162134991072,14.789094,15.330804,500.22263,14.107234,713.58484,1.9828606706418197,0.029371087,0.9952294,23210.309844942734,14.630213,238,14.773165,15.298341,14.092858,489.6729,496.93362,503.5231,487.5724,495.71207,504.35266,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.254,0.026,12.808,0.031,12.705,0.028,AAA,222,111,000,1,12.608,0.025,12.649,0.026,12.292,,8.553,,0000,0,AAUU,0000,                            ,,,,        ,,0.043,0.032,4.755,0.053,4954.780000000001,37.0,-10.56,4.98,,,54.19,1,0.0,0.0,False
136,337145075788148864,337145075788148864,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02413508+4233310 ,J024135.08+423330.8,40.396172526879404,42.5586065988175,13.894596,14.405079,148.26863,13.237442,300.71365,2.048944398456745,0.022850914,1.0250255,52868.156862595235,32.42943,231,13.879381,14.37668,13.22169,474.90778,480.2198,485.85406,474.54584,478.08026,482.98654,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.47,0.024,11.986,0.029,11.878,0.026,AAA,222,111,000,1,11.827,0.022,11.882,0.022,12.556,0.539,8.884,,0000,0,AACU,0000,ASASSN-V J024135.08+423331.0,14.15,0.06,,ROT:    ,0.908,-0.069,0.10899999999999999,4.66,0.16699999999999998,4998.49,100.03,-16.88,6.72,,,12.01,1,0.0,0.0,False
137,337146312738734720,337146312738734720,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02421921+4230044 ,J024219.21+423004.3,40.58009696299677,42.50122226305249,13.609321,14.0007925,412.72296,13.066549,480.24432,2.0312880248046703,0.01829401,0.9572711,68523.83045439931,44.87931,222,13.597763,13.977386,13.056587,479.29495,483.63144,487.36676,477.99515,482.457,487.25598,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.456,0.024,12.125,0.031,12.032,0.025,AAA,222,111,000,1,11.976,0.023,11.997,0.023,12.143,0.351,8.853,,0000,0,AABU,0000,                            ,,,,        ,,0.0297948674371176,0.03139326670653055,4.494025492861998,0.049079236958458075,5682.5276138681165,31.494462073777786,-10.961883072739633,3.4097826873787906,,,45.97402092486582,2,0.24698174576487278,1.8800000000000008,False
138,337147377890615936,337147377890615936,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02420393+4232495 ,J024203.93+423249.4,40.516405857245765,42.54708181925428,9.89751,9.94843,590.49817,9.8262,565.2574,1.9696612487300673,0.027889924,1.2260911,2064380.7885492593,644.1728,251,9.900393,9.935472,9.818815,496.57846,502.93524,509.74033,497.72122,503.59106,511.11786,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,9.722,0.022,9.687,0.026,9.652,0.02,AAA,222,111,000,1,9.648,0.022,9.659,0.021,9.503,0.038,6.778,0.075,0000,0,AAAA,0000,                            ,,,,        ,,-0.413,0.08999999999999998,3.8280000000000003,0.138,9234.23,84.78,-16.98,7.01,,,119.52,1,0.0,0.0,True
139,337149130237241728,337149130237241728,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02421300+4237168 ,J024213.00+423716.7,40.55421670744529,42.621349611633605,11.028863,11.234735,812.1205,10.704854,1163.009,1.9899266409674976,0.030430399,1.1090922,731552.1779055042,334.3186,189,11.026753,11.219808,10.696442,483.28754,491.388,498.48972,484.8888,493.13702,500.05554,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.35,0.023,10.205,0.031,10.147,0.02,AAA,222,111,000,1,10.096,0.022,10.135,0.021,10.142,0.067,8.78,,dd00,0,AAAU,0000,                            ,,,,        ,,0.028658112488948333,0.007045143391530481,4.120754505678855,0.014004596014860864,7195.430873024868,10.90518997887839,-11.005060189068486,1.852488935070736,0.06258229786221123,0.03384635013755831,314.97743077877817,3,6.51433666298429,26.28,False
140,337149302035928832,337149302035928832,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02423153+4237105 ,J024231.52+423710.2,40.63141439655793,42.61959110767394,15.567822,16.30291,95.53726,14.714412,218.84807,1.9702566160634234,0.06654955,1.4560728,11301.433698653978,19.966776,154,15.554533,16.29241,14.704688,485.27875,500.30954,518.0703,482.47205,495.88077,509.2081,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.638,0.041,13.015,0.041,12.809,0.028,AAA,222,111,000,1,12.697,0.025,12.701,0.027,12.328,0.492,8.685,,hh00,0,AACU,0000,ASASSN-V J024231.53+423710.5,15.15,0.22,,ROT:    ,0.881,-0.28800000000000003,0.078,4.356,0.11800000000000002,4365.11,74.17,-8.67,6.46,,,21.22,1,0.0,0.0,False
141,337149748712509440,337149748712509440,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02423018+4240461 ,J024230.18+424046.1,40.62581405165342,42.67949039759288,13.9962225,14.440699,451.23975,13.401231,564.5376,1.946595812101801,0.039017405,1.6933162,47939.781098253516,28.699387,185,13.985627,14.410784,13.385874,494.36197,505.32397,515.43365,494.61237,504.5051,513.77734,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,12.7,0.026,12.251,0.032,12.168,0.022,AAA,222,111,000,1,12.132,0.023,12.142,0.024,12.206,0.377,8.919,,0000,0,AACU,0000,                            ,,,,        ,,0.006,0.11599999999999999,4.435,0.177,5280.46,105.51,-17.75,6.59,,,9.28,1,0.0,0.0,False
142,337150092309941760,337150092309941760,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02415130+4234248 ,J024151.30+423424.8,40.463775346505514,42.57356983447891,14.725698,15.262922,234.59967,14.049308,341.03098,2.032442463709162,0.029915048,1.0368534,24648.491236552487,19.902182,244,14.707891,15.228885,14.034217,474.91263,483.42706,489.65256,477.8371,485.03983,492.34995,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.251,0.026,12.757,0.035,12.711,0.028,AAA,222,111,000,1,12.587,0.023,12.657,0.027,12.694,0.538,8.934,,0000,0,AACU,0000,ASASSN-V J024151.31+423424.8,15.0,0.12,,ROT:    ,0.841,0.063,0.032,4.718999999999999,0.053,5000.02,37.36,-12.21,4.99,,,61.5,1,0.0,0.0,False
143,337151707217611520,337151707217611520,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02414897+4239597 ,J024148.97+423959.6,40.45409887902487,42.66660039580717,15.540309,16.215984,140.65987,14.746752,260.88864,1.9765260294498104,0.052223682,1.0259736,11688.020653531159,15.165957,213,15.518015,16.183088,14.72737,484.23206,495.0644,506.95984,485.11908,497.6763,513.25073,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.786,0.027,13.165,0.033,13.016,0.028,AAA,222,111,000,1,12.984,0.024,13.002,0.026,12.477,,9.082,,0000,0,AAUU,0000,ASASSN-V J024148.98+423959.7,15.81,0.28,,ROT:    ,0.886,-0.18899999999999997,0.066,4.545,0.09899999999999999,4434.32,62.75,-12.349999999999998,5.65,,,22.36,1,0.0,0.0,False
144,337155864746016128,337155864746016128,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02403328+4232542 ,J024033.28+423254.2,40.1387137447879,42.54842080639498,15.2382345,15.864143,342.80026,14.491152,390.70142,1.962833258815597,0.035006024,1.0792668,15346.993271386596,10.485166,228,15.222308,15.833267,14.474876,493.03085,501.87912,512.44635,489.81204,498.57648,506.88412,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.592,0.024,12.989,0.033,12.892,0.03,AAA,222,111,000,1,12.868,0.023,12.925,0.027,12.552,,8.756,,0000,0,AAUU,0000,ASASSN-V J024033.29+423254.3,15.58,0.2,,ROT:    ,0.889,-0.10699999999999998,0.03,4.599,0.049,4542.46,33.73,-11.98,4.65,,,42.68,1,0.0,0.0,False
145,337158304287390848,337158304287390848,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02410635+4239598 ,J024106.35+423959.7,40.276520015307554,42.666629952027435,10.904157,11.040557,514.88074,10.686642,980.43304,2.0153986549675182,0.029169977,1.1213503,818469.124499397,283.09512,193,10.904861,11.026263,10.679434,482.16492,489.13586,496.13126,481.46875,488.36188,495.3034,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,10.422,0.026,10.358,0.031,10.309,0.02,AAA,222,111,000,1,10.273,0.023,10.29,0.021,10.26,0.078,8.551,,0000,0,AAAU,0000,                            ,,,,        ,,-0.2,0.021,4.026,0.035,7759.450000000001,25.76,-14.8,3.76,,,106.24,1,0.0,0.0,False
146,337160537670396672,337160537670396672,NGC1039 ,1.9536,0.0027,NGC1039      ,-9223372036854775808,-9223372036854775808,02402670+4240155 ,J024026.71+424015.5,40.11130947069384,42.671008185219435,15.960552,16.790424,57.214417,15.059349,102.0386,2.0014639898917186,0.051361177,1.0874413,7696.928203978081,26.767004,230,15.971573,16.79372,15.067897,477.52966,490.27606,502.06265,474.74222,487.46844,500.05566,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,,,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,13.768,0.031,13.12,0.031,13.008,0.033,AAA,222,111,000,1,12.921,0.024,12.893,0.028,12.071,,8.935,,0000,0,AAUU,0000,                            ,,,,        ,,-0.574,0.07200000000000001,4.2219999999999995,0.11,3955.7,65.79,-6.87,4.28,,,10.83,1,0.0,0.0,False
